"ID","step","hours","exposure","material","retain","lstar","astar","bstar","YI","Haze","ftir.1250","ftir.1700","ftir.2900","ftir.3350","dose","doseType"
"sa22072.09",0,0,"ASTMG155","9006-TPU",4,96.74,-0.05,0.37,0.64,3.2,NA,NA,NA,NA,0,"tuv280400"
"sa22073.00",0,0,"ASTMG155","9006-TPU",4,96.74,-0.05,0.37,0.64,2.6,NA,NA,NA,NA,0,"tuv280400"
"sa22078.09",0,0,"ASTMG155","9013-TPU",4,96.76,-0.04,0.35,0.61,2.1,NA,NA,NA,NA,0,"tuv280400"
"sa22089.02",0,0,"ASTMG155","TPU",2,96.76,-0.02,0.33,0.59,3.7,NA,NA,NA,NA,0,"tuv280400"
"sa22075.08",0,0,"ASTMG155","9013-PET",3,95.84,-0.17,0.93,1.63,1.3,NA,NA,NA,NA,0,"tuv280400"
"sa22069.09",0,0,"ASTMG155","9006-PET",4,95.84,-0.2,0.91,1.57,1.2,NA,NA,NA,NA,0,"tuv280400"
"sa22087.04",0,0,"ASTMG155","PET",4,95.08,-0.17,1.03,1.82,1.6,NA,NA,NA,NA,0,"tuv280400"
"sa22089.04",0,0,"ASTMG155","TPU",4,96.73,-0.03,0.33,0.59,3.7,NA,NA,NA,NA,0,"tuv280400"
"sa22078.08",0,0,"ASTMG155","9013-TPU",3,96.78,-0.05,0.37,0.65,2.2,NA,NA,NA,NA,0,"tuv280400"
"sa22081.00",0,0,"ASTMG155","9025-PET",4,95.8,-0.17,0.94,1.65,1.5,NA,NA,NA,NA,0,"tuv280400"
"sa22069.08",0,0,"ASTMG155","9006-PET",3,95.83,-0.18,0.93,1.62,1.3,NA,NA,NA,NA,0,"tuv280400"
"sa22089.01",0,0,"ASTMG155","TPU",1,96.79,-0.04,0.33,0.57,2.2,NA,NA,NA,NA,0,"tuv280400"
"sa22089.05",0,0,"ASTMG155","TPU",4,96.61,-0.03,0.37,0.66,5,NA,NA,NA,NA,0,"tuv280400"
"sa22078.07",1,1086,"ASTMG155","9013-TPU",2,96.59,-0.06,0.41,0.72,3.6,NA,NA,NA,NA,330.5241,"tuv280400"
"sa22070.00",1,1086,"ASTMG155","9006-PET",4,94.21,-0.44,1.66,2.84,37.2,NA,NA,NA,NA,330.5241,"tuv280400"
"sa22089.03",1,1086,"ASTMG155","TPU",3,96.64,-0.03,0.36,0.64,4.5,NA,NA,NA,NA,330.5241,"tuv280400"
"sa22072.06",1,1086,"ASTMG155","9006-TPU",1,95.64,-0.03,0.46,0.84,14.6,0.386921,0.408111,0.160294,0.0507494,330.5241,"tuv280400"
"sa22084.07",1,1086,"ASTMG155","9025-TPU",2,96.39,-0.04,0.58,1.06,13.9,NA,NA,NA,NA,330.5241,"tuv280400"
"sa22075.06",1,1086,"ASTMG155","9013-PET",1,95.88,-0.44,1.54,2.57,1.8,0.189606,0.165073,0.0297913,0.0257895,330.5241,"tuv280400"
"sa22085.00",1,1086,"ASTMG155","9025-TPU",4,96.6,-0.04,0.45,0.79,4.5,NA,NA,NA,NA,330.5241,"tuv280400"
"sa22087.03",1,1086,"ASTMG155","PET",3,95.07,-0.25,1.21,2.11,3.9,NA,NA,NA,NA,330.5241,"tuv280400"
"sa22084.06",1,1086,"ASTMG155","9025-TPU",1,95.81,-0.03,0.57,1.04,15.6,0.325327,0.422475,0.0971932,0.0696517,330.5241,"tuv280400"
"sa22078.06",1,1086,"ASTMG155","9013-TPU",1,96.5,-0.05,0.39,0.68,4.6,0.388982,0.482453,0.0981857,0.0953901,330.5241,"tuv280400"
"sa22084.08",1,1086,"ASTMG155","9025-TPU",3,96.33,-0.06,0.57,1.02,17.5,NA,NA,NA,NA,330.5241,"tuv280400"
"sa22087.04",1,1086,"ASTMG155","PET",4,95.12,-0.26,1.25,2.18,5.7,NA,NA,NA,NA,330.5241,"tuv280400"
"sa22079.00",1,1086,"ASTMG155","9013-TPU",4,96.5,-0.07,0.42,0.72,3.9,NA,NA,NA,NA,330.5241,"tuv280400"
"sa22087.01",1,1086,"ASTMG155","PET",1,95.09,-0.27,1.27,2.21,7.2,0.242254,0.19474,0.0367478,0.0286374,330.5241,"tuv280400"
"sa22084.09",1,1086,"ASTMG155","9025-TPU",4,96.59,-0.04,0.4,0.71,4.9,NA,NA,NA,NA,330.5241,"tuv280400"
"sa22069.06",1,1086,"ASTMG155","9006-PET",1,94.94,-0.22,1.45,2.6,36.3,0.148843,0.130934,0.0246722,0.0211559,330.5241,"tuv280400"
"sa22080.16",1,1086,"ASTMG155","9025-PET",1,94.84,-0.14,1.55,2.85,32.8,0.152442,0.138222,0.0284032,0.0188449,330.5241,"tuv280400"
"sa22080.17",1,1086,"ASTMG155","9025-PET",2,93.87,-0.18,1.65,3.04,51.7,NA,NA,NA,NA,330.5241,"tuv280400"
"sa22075.07",1,1086,"ASTMG155","9013-PET",2,95.63,-0.37,1.06,1.71,2,NA,NA,NA,NA,330.5241,"tuv280400"
"sa22072.09",1,1086,"ASTMG155","9006-TPU",4,96.26,-0.03,0.5,0.91,18.5,NA,NA,NA,NA,330.5241,"tuv280400"
"sa22089.05",1,1086,"ASTMG155","TPU",4,96.55,-0.02,0.39,0.71,6.8,NA,NA,NA,NA,330.5241,"tuv280400"
"sa22069.07",1,1086,"ASTMG155","9006-PET",2,93.18,-0.41,1.47,2.53,23.3,NA,NA,NA,NA,330.5241,"tuv280400"
"sa22078.08",1,1086,"ASTMG155","9013-TPU",3,96.38,-0.04,0.43,0.76,7.6,NA,NA,NA,NA,330.5241,"tuv280400"
"sa22073.00",1,1086,"ASTMG155","9006-TPU",4,96.19,-0.05,0.5,0.9,19.2,NA,NA,NA,NA,330.5241,"tuv280400"
"sa22072.07",1,1086,"ASTMG155","9006-TPU",2,95.75,-0.03,0.54,0.99,15.6,NA,NA,NA,NA,330.5241,"tuv280400"
"sa22089.04",1,1086,"ASTMG155","TPU",4,96.72,-0.04,0.36,0.63,3,NA,NA,NA,NA,330.5241,"tuv280400"
"sa22089.01",1,1086,"ASTMG155","TPU",1,96.71,-0.03,0.33,0.59,3.1,0.409823,0.404889,0.182133,0.0541837,330.5241,"tuv280400"
"sa22069.09",1,1086,"ASTMG155","9006-PET",4,95.6,-0.52,0.98,1.46,5.6,NA,NA,NA,NA,330.5241,"tuv280400"
"sa22072.08",1,1086,"ASTMG155","9006-TPU",3,95.76,-0.07,0.58,1.04,14.9,NA,NA,NA,NA,330.5241,"tuv280400"
"sa22087.02",1,1086,"ASTMG155","PET",2,95.13,-0.26,1.2,2.08,2.5,NA,NA,NA,NA,330.5241,"tuv280400"
"sa22069.08",1,1086,"ASTMG155","9006-PET",3,93.7,-0.39,1.5,2.58,23.7,NA,NA,NA,NA,330.5241,"tuv280400"
"sa22089.02",1,1086,"ASTMG155","TPU",2,96.57,-0.02,0.38,0.68,5.6,NA,NA,NA,NA,330.5241,"tuv280400"
"sa22080.18",1,1086,"ASTMG155","9025-PET",3,95.84,-0.17,1.14,2.02,5.1,NA,NA,NA,NA,330.5241,"tuv280400"
"sa22075.08",1,1086,"ASTMG155","9013-PET",3,95.14,0.09,1.06,2.08,2.3,NA,NA,NA,NA,330.5241,"tuv280400"
"sa22080.19",1,1086,"ASTMG155","9025-PET",4,95.98,-0.28,1.13,1.92,4.3,NA,NA,NA,NA,330.5241,"tuv280400"
"sa22075.09",1,1086,"ASTMG155","9013-PET",4,95.45,-0.09,1.16,2.13,8.5,NA,NA,NA,NA,330.5241,"tuv280400"
"sa22078.09",1,1086,"ASTMG155","9013-TPU",4,96.64,-0.05,0.37,0.64,2.8,NA,NA,NA,NA,330.5241,"tuv280400"
"sa22087.05",1,1086,"ASTMG155","PET",4,95.14,-0.28,1.23,2.12,4.5,NA,NA,NA,NA,330.5241,"tuv280400"
"sa22089.03",2,2177,"ASTMG155","TPU",3,96.44,0.01,0.39,0.73,8.5,NA,NA,NA,NA,662.56995,"tuv280400"
"sa22084.07",2,2177,"ASTMG155","9025-TPU",2,96.36,-0.02,0.52,0.95,10.3,0.356462,0.388092,0.126384,0.0538496,662.56995,"tuv280400"
"sa22078.07",2,2177,"ASTMG155","9013-TPU",2,96.45,-0.02,0.45,0.82,9.1,0.349797,0.460277,0.0844208,0.0945159,662.56995,"tuv280400"
"sa22075.09",2,2177,"ASTMG155","9013-PET",4,95.26,-0.68,1.54,2.4,10.3,NA,NA,NA,NA,662.56995,"tuv280400"
"sa22084.09",2,2177,"ASTMG155","9025-TPU",4,96.5,-0.01,0.41,0.76,10.5,NA,NA,NA,NA,662.56995,"tuv280400"
"sa22069.07",2,2177,"ASTMG155","9006-PET",2,92.67,-0.36,1.77,3.16,60.2,0.12215,0.0850245,0.0154404,0.0160901,662.56995,"tuv280400"
"sa22080.17",2,2177,"ASTMG155","9025-PET",2,91.66,-0.36,2.04,3.72,52,0.148093,0.105182,0.0205176,0.0183119,662.56995,"tuv280400"
"sa22089.02",2,2177,"ASTMG155","TPU",2,96.52,0,0.39,0.72,8.6,0.412497,0.415613,0.176654,0.0559074,662.56995,"tuv280400"
"sa22084.07",2,2177,"ASTMG155","9025-TPU",2,96.36,-0.02,0.52,0.95,10.3,0.356462,0.388092,0.126384,0.0538496,662.56995,"tuv280400"
"sa22070.00",2,2177,"ASTMG155","9006-PET",4,90.48,-0.34,2.16,4,86.9,NA,NA,NA,NA,662.56995,"tuv280400"
"sa22078.09",2,2177,"ASTMG155","9013-TPU",4,96.52,-0.01,0.42,0.77,5,NA,NA,NA,NA,662.56995,"tuv280400"
"sa22079.00",2,2177,"ASTMG155","9013-TPU",4,96.03,-0.02,0.5,0.92,16.5,NA,NA,NA,NA,662.56995,"tuv280400"
"sa22073.00",2,2177,"ASTMG155","9006-TPU",4,96.21,0,0.49,0.92,32.1,NA,NA,NA,NA,662.56995,"tuv280400"
"sa22078.07",2,2177,"ASTMG155","9013-TPU",2,96.45,-0.02,0.45,0.82,9.1,0.349797,0.460277,0.0844208,0.0945159,662.56995,"tuv280400"
"sa22075.07",2,2177,"ASTMG155","9013-PET",2,90.37,-0.41,1.77,3.19,68.7,0.129161,0.0943946,0.0154243,0.0119579,662.56995,"tuv280400"
"sa22072.07",2,2177,"ASTMG155","9006-TPU",2,96.21,0.01,0.51,0.96,16.1,0.35481,0.443193,0.0996335,0.0710389,662.56995,"tuv280400"
"sa22078.08",2,2177,"ASTMG155","9013-TPU",3,96.28,-0.01,0.47,0.86,14.4,NA,NA,NA,NA,662.56995,"tuv280400"
"sa22089.04",2,2177,"ASTMG155","TPU",4,96.28,0.01,0.42,0.8,10.7,NA,NA,NA,NA,662.56995,"tuv280400"
"sa22084.08",2,2177,"ASTMG155","9025-TPU",3,96.42,-0.01,0.51,0.94,9.8,NA,NA,NA,NA,662.56995,"tuv280400"
"sa22087.02",2,2177,"ASTMG155","PET",2,93.36,-0.35,1.8,3.19,45.3,0.155994,0.118837,0.021425,0.0161708,662.56995,"tuv280400"
"sa22080.17",2,2177,"ASTMG155","9025-PET",2,91.66,-0.36,2.04,3.72,52,0.148093,0.105182,0.0205176,0.0183119,662.56995,"tuv280400"
"sa22072.09",2,2177,"ASTMG155","9006-TPU",4,96.16,-0.02,0.52,0.96,18.3,NA,NA,NA,NA,662.56995,"tuv280400"
"sa22085.00",2,2177,"ASTMG155","9025-TPU",4,96.44,-0.03,0.48,0.88,8.2,NA,NA,NA,NA,662.56995,"tuv280400"
"sa22072.08",2,2177,"ASTMG155","9006-TPU",3,96.02,-0.01,0.53,0.98,14.4,NA,NA,NA,NA,662.56995,"tuv280400"
"sa22069.07",2,2177,"ASTMG155","9006-PET",2,92.67,-0.36,1.77,3.16,60.2,0.12215,0.0850245,0.0154404,0.0160901,662.56995,"tuv280400"
"sa22080.18",2,2177,"ASTMG155","9025-PET",3,90.73,-0.46,1.9,3.38,55.8,NA,NA,NA,NA,662.56995,"tuv280400"
"sa22075.08",2,2177,"ASTMG155","9013-PET",3,91.1,-0.46,1.73,3.05,57.2,NA,NA,NA,NA,662.56995,"tuv280400"
"sa22089.02",2,2177,"ASTMG155","TPU",2,96.52,0,0.39,0.72,8.6,0.412497,0.415613,0.176654,0.0559074,662.56995,"tuv280400"
"sa22087.04",2,2177,"ASTMG155","PET",4,93.58,-0.36,1.76,3.11,41.6,NA,NA,NA,NA,662.56995,"tuv280400"
"sa22080.19",2,2177,"ASTMG155","9025-PET",4,91.23,-0.4,1.73,3.08,62,NA,NA,NA,NA,662.56995,"tuv280400"
"sa22072.07",2,2177,"ASTMG155","9006-TPU",2,96.21,0.01,0.51,0.96,16.1,0.35481,0.443193,0.0996335,0.0710389,662.56995,"tuv280400"
"sa22087.03",2,2177,"ASTMG155","PET",3,94.66,-0.34,1.6,2.8,14.9,NA,NA,NA,NA,662.56995,"tuv280400"
"sa22087.05",2,2177,"ASTMG155","PET",4,93.48,-0.35,1.84,3.28,32.9,NA,NA,NA,NA,662.56995,"tuv280400"
"sa22076.00",2,2177,"ASTMG155","9013-PET",4,93.9,-0.28,1.55,2.76,36,NA,NA,NA,NA,662.56995,"tuv280400"
"sa22087.02",2,2177,"ASTMG155","PET",2,93.36,-0.35,1.8,3.19,45.3,0.155994,0.118837,0.021425,0.0161708,662.56995,"tuv280400"
"sa22089.05",2,2177,"ASTMG155","TPU",4,96.46,0,0.41,0.75,6.8,NA,NA,NA,NA,662.56995,"tuv280400"
"sa22069.09",2,2177,"ASTMG155","9006-PET",4,91.47,-0.4,1.86,3.34,81,NA,NA,NA,NA,662.56995,"tuv280400"
"sa22069.08",2,2177,"ASTMG155","9006-PET",3,92.53,-0.33,1.8,3.25,65.8,NA,NA,NA,NA,662.56995,"tuv280400"
"sa22075.07",2,2177,"ASTMG155","9013-PET",2,90.37,-0.41,1.77,3.19,68.7,0.129161,0.0943946,0.0154243,0.0119579,662.56995,"tuv280400"
"sa22081.00",2,2177,"ASTMG155","9025-PET",4,90.85,-0.42,1.74,3.09,57.6,NA,NA,NA,NA,662.56995,"tuv280400"
"sa22085.00",3,3797,"ASTMG155","9025-TPU",4,96.37,-0.01,0.45,0.84,10.6,0.413266,0.423586,0.178917,0.0659131,1155.61695,"tuv280400"
"sa22080.18",3,3797,"ASTMG155","9025-PET",3,93.23,-0.28,1.72,3.1,73,0.292775,0.234848,0.0273342,0.0262182,1155.61695,"tuv280400"
"sa22070.00",3,3797,"ASTMG155","9006-PET",4,89.19,-0.31,2.64,5.04,93.1,0.0602386,0.0376795,0.00737493,0.0121988,1155.61695,"tuv280400"
"sa22075.09",3,3797,"ASTMG155","9013-PET",4,91.64,-0.51,1.96,3.44,91.5,0.0513457,0.0430408,0.00745423,0.00874066,1155.61695,"tuv280400"
"sa22087.03",3,3797,"ASTMG155","PET",3,91.14,-0.4,1.93,3.48,89.1,0.243403,0.207594,0.0305041,0.0279995,1155.61695,"tuv280400"
"sa22089.05",3,3797,"ASTMG155","TPU",4,96.51,0.02,0.29,0.55,5.8,0.421405,0.432665,0.183098,0.0595465,1155.61695,"tuv280400"
"sa22079.00",3,3797,"ASTMG155","9013-TPU",4,96.08,0.03,0.46,0.88,30.2,0.417823,0.427135,0.183153,0.077682,1155.61695,"tuv280400"
"sa22076.00",3,3797,"ASTMG155","9013-PET",4,93.76,-0.31,1.68,3,81.4,0.188815,0.15127,0.0204049,0.0227372,1155.61695,"tuv280400"
"sa22078.08",3,3797,"ASTMG155","9013-TPU",3,96.3,0.02,0.44,0.83,19,0.419562,0.43299,0.186469,0.0753217,1155.61695,"tuv280400"
"sa22089.03",3,3797,"ASTMG155","TPU",3,96.53,0.02,0.28,0.53,4.5,0.338773,0.33544,0.137282,0.0483936,1155.61695,"tuv280400"
"sa22075.08",3,3797,"ASTMG155","9013-PET",3,91.67,-0.39,1.8,3.22,74.3,0.253576,0.195725,0.0255785,0.0298484,1155.61695,"tuv280400"
"sa22084.08",3,3797,"ASTMG155","9025-TPU",3,96.23,0.02,0.47,0.89,17.4,0.357095,0.35502,0.14639,0.0547597,1155.61695,"tuv280400"
"sa22087.04",3,3797,"ASTMG155","PET",4,92.16,-0.34,1.78,3.21,87.5,0.288955,0.238537,0.0275521,0.0261193,1155.61695,"tuv280400"
"sa22072.09",3,3797,"ASTMG155","9006-TPU",4,96.03,0.01,0.46,0.86,19.8,0.419682,0.433416,0.184277,0.0706321,1155.61695,"tuv280400"
"sa22084.09",3,3797,"ASTMG155","9025-TPU",4,96.3,0.04,0.46,0.88,22,0.389563,0.39449,0.169388,0.0641121,1155.61695,"tuv280400"
"sa22072.08",3,3797,"ASTMG155","9006-TPU",3,96.02,-0.02,0.4,0.74,16.5,0.400543,0.403369,0.171839,0.0529435,1155.61695,"tuv280400"
"sa22081.00",3,3797,"ASTMG155","9025-PET",4,93.52,-0.26,1.76,3.19,72.1,0.179468,0.119059,0.0155064,0.0204926,1155.61695,"tuv280400"
"sa22080.19",3,3797,"ASTMG155","9025-PET",4,93.41,-0.29,1.65,2.96,75.5,0.301275,0.24082,0.028469,0.0276978,1155.61695,"tuv280400"
"sa22078.09",3,3797,"ASTMG155","9013-TPU",4,96.42,0.01,0.36,0.67,16.4,0.427454,0.439317,0.186511,0.0601994,1155.61695,"tuv280400"
"sa22089.04",3,3797,"ASTMG155","TPU",4,96.43,0.03,0.3,0.57,6.2,0.421189,0.433256,0.183951,0.0580238,1155.61695,"tuv280400"
"sa22069.08",3,3797,"ASTMG155","9006-PET",3,93.84,-0.28,1.75,3.14,88.1,0.0614182,0.0349558,0.00594895,0.0111807,1155.61695,"tuv280400"
"sa22069.09",3,3797,"ASTMG155","9006-PET",4,94.11,-0.31,1.71,3.04,87.2,0.156272,0.116736,0.0168891,0.0210575,1155.61695,"tuv280400"
"sa22073.00",4,7513,"ASTMG155","9006-TPU",4,96.25,0.06,0.35,0.7,22.3,0.325755,0.384388,0.123657,0.0531489,2286.58155,"tuv280400"
"sa22072.09",4,7513,"ASTMG155","9006-TPU",4,96.12,0.08,0.42,0.84,24.7,0.370355,0.435524,0.123639,0.05068,2286.58155,"tuv280400"
"sa22085.00",4,7513,"ASTMG155","9025-TPU",4,95.88,0.02,0.48,0.92,16.6,0.364034,0.422919,0.118322,0.0478392,2286.58155,"tuv280400"
"sa22089.05",4,7513,"ASTMG155","TPU",4,96.21,0.05,0.42,0.82,14.1,0.422488,0.462541,0.166914,0.06322,2286.58155,"tuv280400"
"sa22076.00",4,7513,"ASTMG155","9013-PET",4,92.43,-0.36,1.9,3.42,97.5,0.124513,0.115708,0.0266738,0.0257278,2286.58155,"tuv280400"
"sa22078.09",4,7513,"ASTMG155","9013-TPU",4,96.44,0.07,0.35,0.71,19.2,0.354044,0.417191,0.135807,0.0517439,2286.58155,"tuv280400"
"sa22089.04",4,7513,"ASTMG155","TPU",4,95.12,0.06,0.53,1.04,31.5,0.435093,0.468543,0.179556,0.0688309,2286.58155,"tuv280400"
"sa22079.00",4,7513,"ASTMG155","9013-TPU",4,96.23,0.07,0.35,0.71,19.4,0.366782,0.446773,0.132122,0.0520037,2286.58155,"tuv280400"
"sa22087.04",4,7513,"ASTMG155","PET",4,92.54,-0.36,1.88,3.38,97.1,0.14682,0.136927,0.0317743,0.0304056,2286.58155,"tuv280400"
"sa22087.05",4,7513,"ASTMG155","PET",4,92.81,-0.35,1.9,3.4,97,0.15291,0.137972,0.0327524,0.0302635,2286.58155,"tuv280400"
"sa22080.19",4,7513,"ASTMG155","9025-PET",4,92.68,-0.34,1.87,3.36,96.7,0.152513,0.140748,0.0293011,0.0275707,2286.58155,"tuv280400"
"sa22075.09",4,7513,"ASTMG155","9013-PET",4,89.63,-0.36,2.53,4.75,96.8,0.147879,0.13564,0.0323116,0.0307779,2286.58155,"tuv280400"
"sa22084.09",4,7513,"ASTMG155","9025-TPU",4,96.1,0.07,0.48,0.96,22.3,0.360102,0.422059,0.125605,0.0469857,2286.58155,"tuv280400"
"sa22081.00",4,7513,"ASTMG155","9025-PET",4,92.67,-0.34,1.89,3.41,96,0.169598,0.156675,0.0368102,0.0338192,2286.58155,"tuv280400"
"sa22069.09",4,7513,"ASTMG155","9006-PET",4,92.53,-0.34,1.94,3.51,97.4,0.156693,0.147629,0.0356064,0.0340305,2286.58155,"tuv280400"
"sa22068.00",0,0,"baseline","9006-PET",0,95.79,-0.18,0.96,1.68,1.4,0.0964853,0.14324,0.0269307,0.0118109,0,NA
"sa22086.00",0,0,"baseline","PET",0,95.11,-0.18,1.03,1.82,1.9,0.352143,0.290115,0.0377964,0.0239992,0,NA
"sa22080.00",0,0,"baseline","9025-PET",0,95.8,-0.18,0.94,1.64,1.8,0.108566,0.158774,0.0406168,0.0165725,0,NA
"sa22074.00",0,0,"baseline","9013-PET",0,95.78,-0.18,0.97,1.69,1.9,0.169816,0.195273,0.0351857,0.0159337,0,NA
"sa22083.00",0,0,"baseline","9025-TPU",0,96.75,-0.05,0.33,0.57,1.9,0.315726,0.45859,0.114944,0.037792,0,NA
"sa22076.09",0,0,"baseline","9013-PET",0,95.81,-0.17,0.96,1.68,2,0.139674,0.163469,0.0377992,0.0179046,0,NA
"sa22082.04",0,0,"baseline","9025-PET",0,95.78,-0.17,0.95,1.66,2.3,0.124365,0.15772,0.0387428,0.0173065,0,NA
"sa22087.14",0,0,"baseline","PET",0,95.07,-0.18,1.03,1.82,1.1,0.349534,0.29621,0.039714,0.0261,0,NA
"sa22070.09",0,0,"baseline","9006-PET",0,95.82,-0.18,0.93,1.62,1.6,0.139868,0.169284,0.0309484,0.0179647,0,NA
"sa22089.14",0,0,"baseline","TPU",0,96.79,-0.03,0.32,0.56,1.2,0.413345,0.437805,0.183956,0.0496257,0,NA
"sa22077.00",0,0,"baseline","9013-TPU",0,96.77,-0.03,0.4,0.71,4.6,0.308423,0.515221,0.100162,0.0473693,0,NA
"sa22085.09",0,0,"baseline","9025-TPU",0,96.83,-0.04,0.34,0.59,1.6,0.273216,0.480061,0.101762,0.036025,0,NA
"sa22071.00",0,0,"baseline","9006-TPU",0,96.71,-0.03,0.33,0.57,2.2,0.333976,0.580666,0.0927805,0.0372303,0,NA
"sa22073.09",0,0,"baseline","9006-TPU",0,96.65,-0.04,0.35,0.62,4.4,0.384478,0.454586,0.154209,0.042685,0,NA
"sa22079.09",0,0,"baseline","9013-TPU",0,96.78,-0.04,0.36,0.63,3,0.313634,0.527576,0.0951051,0.0481139,0,NA
"sa22070.09",4,0,"baseline","9006-PET",0,95.78,-0.19,0.98,1.69,3.4,0.115762,0.0918601,0.0184082,0.0129714,0,NA
"sa22080.00",4,0,"baseline","9025-PET",0,95.82,-0.18,0.95,1.66,3.4,0.244317,0.25438,0.0477302,0.0154607,0,NA
"sa22074.00",4,0,"baseline","9013-PET",0,95.87,-0.17,0.94,1.65,4.2,0.283526,0.257674,0.0493247,0.0242123,0,NA
"sa22082.04",4,0,"baseline","9025-PET",0,95.75,-0.18,0.95,1.66,2.5,0.291936,0.288211,0.058817,0.0252185,0,NA
"sa22087.14",4,0,"baseline","PET",0,95.12,-0.17,1.04,1.85,3.5,0.480493,0.418366,0.0374989,0.0304588,0,NA
"sa22073.09",4,0,"baseline","9006-TPU",0,96.59,-0.02,0.4,0.72,3.8,0.359794,0.416803,0.126745,0.0387184,0,NA
"sa22079.09",4,0,"baseline","9013-TPU",0,96.7,-0.03,0.43,0.76,5.2,0.521875,0.574119,0.0958382,0.0469254,0,NA
"sa22077.00",4,0,"baseline","9013-TPU",0,96.6,-0.04,0.5,0.89,9.3,0.491798,0.553126,0.0939231,0.0441653,0,NA
"sa22076.09",4,0,"baseline","9013-PET",0,95.87,-0.17,0.97,1.69,3,0.282245,0.234467,0.0543767,0.029969,0,NA
"sa22089.14",4,0,"baseline","TPU",0,96.88,-0.02,0.33,0.58,2.6,0.435938,0.448669,0.194388,0.0577892,0,NA
"sa22088.00",4,0,"baseline","TPU",0,96.84,-0.01,0.32,0.58,2.1,0.43325,0.445979,0.191897,0.0568706,0,NA
"sa22068.00",4,0,"baseline","9006-PET",0,95.72,-0.19,0.99,1.73,4.5,0.115633,0.099196,0.0178893,0.010084,0,NA
"sa22085.09",4,0,"baseline","9025-TPU",0,96.75,-0.01,0.36,0.65,2.9,0.463151,0.514547,0.0967924,0.0376985,0,NA
"sa22083.00",4,0,"baseline","9025-TPU",0,96.83,-0.01,0.33,0.6,3.1,0.379438,0.44921,0.135321,0.0421829,0,NA
"sa22071.00",4,0,"baseline","9006-TPU",0,96.65,-0.03,0.36,0.65,3,0.41813,0.51276,0.0806983,0.02626,0,NA
"sa22088.12",0,0,"HF","TPU",2,96.78,-0.04,0.32,0.56,2.9,NA,NA,NA,NA,NA,NA
"sa22078.04",0,0,"HF","9013-TPU",4,96.78,-0.05,0.36,0.62,2.3,NA,NA,NA,NA,NA,NA
"sa22086.13",0,0,"HF","PET",3,95.07,-0.19,1.04,1.83,1.1,NA,NA,NA,NA,NA,NA
"sa22084.01",0,0,"HF","9025-TPU",1,96.78,-0.03,0.34,0.6,2.6,NA,NA,NA,NA,NA,NA
"sa22088.11",0,0,"HF","TPU",1,96.83,-0.03,0.31,0.54,1.4,NA,NA,NA,NA,NA,NA
"sa22086.11",0,0,"HF","PET",1,95.08,-0.17,1.02,1.81,1.2,NA,NA,NA,NA,NA,NA
"sa22072.01",0,0,"HF","9006-TPU",1,96.71,-0.03,0.37,0.67,3.3,NA,NA,NA,NA,NA,NA
"sa22084.02",0,0,"HF","9025-TPU",2,96.79,-0.04,0.33,0.57,2.6,NA,NA,NA,NA,NA,NA
"sa22086.12",0,0,"HF","PET",2,95.07,-0.17,1.04,1.84,1.1,NA,NA,NA,NA,NA,NA
"sa22069.02",0,0,"HF","9006-PET",2,95.86,-0.18,0.94,1.64,2.2,NA,NA,NA,NA,NA,NA
"sa22075.02",0,0,"HF","9013-PET",2,95.82,-0.17,0.96,1.68,1.5,NA,NA,NA,NA,NA,NA
"sa22084.05",0,0,"HF","9025-TPU",4,96.81,-0.03,0.35,0.61,3.3,NA,NA,NA,NA,NA,NA
"sa22072.04",0,0,"HF","9006-TPU",4,96.78,-0.05,0.36,0.62,1.8,NA,NA,NA,NA,NA,NA
"sa22069.03",0,0,"HF","9006-PET",3,95.82,-0.17,0.92,1.61,1.8,NA,NA,NA,NA,NA,NA
"sa22080.14",0,0,"HF","9025-PET",4,95.8,-0.18,0.96,1.67,2.2,NA,NA,NA,NA,NA,NA
"sa22086.14",0,0,"HF","PET",4,95.1,-0.18,1.02,1.81,1.2,NA,NA,NA,NA,NA,NA
"sa22088.13",0,0,"HF","TPU",3,96.8,-0.03,0.32,0.56,2.5,NA,NA,NA,NA,NA,NA
"sa22080.11",0,0,"HF","9025-PET",1,95.82,-0.18,0.95,1.65,2.5,NA,NA,NA,NA,NA,NA
"sa22084.03",0,0,"HF","9025-TPU",3,96.81,-0.02,0.36,0.65,2.9,NA,NA,NA,NA,NA,NA
"sa22087.00",0,0,"HF","PET",4,95.07,-0.17,1.03,1.84,1.1,NA,NA,NA,NA,NA,NA
"sa22078.03",0,0,"HF","9013-TPU",3,96.8,-0.05,0.35,0.6,2.1,NA,NA,NA,NA,NA,NA
"sa22069.05",0,0,"HF","9006-PET",4,95.81,-0.18,0.94,1.64,1.7,NA,NA,NA,NA,NA,NA
"sa22072.03",0,0,"HF","9006-TPU",3,96.79,-0.04,0.33,0.58,2.1,NA,NA,NA,NA,NA,NA
"sa22075.03",0,0,"HF","9013-PET",3,95.82,-0.17,0.95,1.65,1.7,NA,NA,NA,NA,NA,NA
"sa22089.00",0,0,"HF","TPU",4,96.8,-0.03,0.32,0.56,1.7,NA,NA,NA,NA,NA,NA
"sa22080.13",0,0,"HF","9025-PET",3,95.82,-0.16,0.94,1.66,2.2,NA,NA,NA,NA,NA,NA
"sa22078.01",0,0,"HF","9013-TPU",1,96.75,-0.04,0.36,0.63,2.5,NA,NA,NA,NA,NA,NA
