"ID","step","hours","exposure","retain","substrate","material","lstar","astar","bstar","YI","Haze","ftir.1250","ftir.1700","ftir.2900","ftir.3350","ftir.1250.wavenum","ftir.1700.wavenum","ftir.2900.wavenum","ftir.3350.wavenum","dose","doseType"
"sa22077.09",2,2112,"ASTMG154",4,"9013","TPU",96.25,-0.03,0.78,1.45,12.2,NA,NA,NA,NA,NA,NA,NA,NA,307.436800000001,"uva340"
"sa22074.07",2,2112,"ASTMG154",2,"9013","PET",95.68,-0.11,1.52,2.8,7,0.152948,0.141505,0.031353,0.0281091,1219.2,1709.49,2915.64,3357.46,307.436800000001,"uva340"
"sa22078.00",2,2112,"ASTMG154",4,"9013","TPU",96.53,-0.05,0.73,1.33,7.2,NA,NA,NA,NA,NA,NA,NA,NA,307.436800000001,"uva340"
"sa22088.09",2,2112,"ASTMG154",4,"PURE","TPU",95.85,0,0.5,0.95,9.8,NA,NA,NA,NA,NA,NA,NA,NA,307.436800000001,"uva340"
"sa22088.08",2,2112,"ASTMG154",3,"PURE","TPU",96.37,0.01,0.57,1.07,12.2,NA,NA,NA,NA,NA,NA,NA,NA,307.436800000001,"uva340"
"sa22086.07",2,2112,"ASTMG154",2,"PURE","PET",90.36,-0.53,2.46,4.44,78.2,0.0840442,0.0719075,0.0202542,0.0172633,1247.16,1715.08,2915.64,3377.96,307.436800000001,"uva340"
"sa22077.07",2,2112,"ASTMG154",2,"9013","TPU",95.96,-0.09,1.02,1.85,15,0.37428,0.475067,0.114138,0.0884013,1224.79,1718.81,2921.23,3357.46,307.436800000001,"uva340"
"sa22068.07",2,2112,"ASTMG154",2,"9006","PET",94.75,-0.34,1.65,2.88,13.1,0.137535,0.15956,0.0358406,0.030881,1213.61,1709.49,2917.5,3357.46,307.436800000001,"uva340"
"sa22074.07",2,2112,"ASTMG154",2,"9013","PET",95.68,-0.11,1.52,2.8,7,0.152948,0.141505,0.031353,0.0281091,1219.2,1709.49,2915.64,3357.46,307.436800000001,"uva340"
"sa22075.00",3,4125,"ASTMG154",4,"9013","PET",91.38,-0.34,2.62,4.87,69.1,0.0972859,0.0840595,0.0158383,0.00959489,1249.03,1716.94,2913.77,3316.44,600.462500000001,"uva340"
"sa22086.09",3,4125,"ASTMG154",4,"PURE","PET",90.35,-0.5,3,5.52,88.8,0.153275,0.104296,0.014066,0.011427,1241.57,1716.94,2919.37,3336.95,600.462500000001,"uva340"
"sa22078.00",3,4125,"ASTMG154",4,"9013","TPU",96.31,0,0.59,1.1,9,0.418494,0.438142,0.180492,0.0496615,1226.66,1713.22,2928.69,3323.9,600.462500000001,"uva340"
"sa22080.09",3,4125,"ASTMG154",4,"9025","PET",91.95,-0.42,2.44,4.45,63.8,0.203372,0.149448,0.0251121,0.0213009,1239.71,1716.94,2906.32,3323.9,600.462500000001,"uva340"
"sa22071.09",3,4125,"ASTMG154",4,"9006","TPU",95.8,0.06,0.56,1.1,20.8,0.397263,0.411559,0.17234,0.0571514,1226.66,1713.22,2926.82,3322.04,600.462500000001,"uva340"
"sa22069.00",3,4125,"ASTMG154",4,"9006","PET",91.53,-0.42,2.11,3.82,68.6,0.110263,0.0767376,0.00908733,0.0054826,1237.84,1702.03,2908.18,3316.44,600.462500000001,"uva340"
"sa22077.08",3,4125,"ASTMG154",3,"9013","TPU",95.76,0.03,0.69,1.32,23.1,0.387336,0.411998,0.162601,0.0495136,1226.66,1715.08,2923.09,3318.31,600.462500000001,"uva340"
"sa22068.08",3,4125,"ASTMG154",3,"9006","PET",90.19,-0.46,3.55,6.64,75.2,0.0541219,0.0350259,0.00417758,0.00256993,1234.11,1702.03,2906.32,3322.04,600.462500000001,"uva340"
"sa22074.08",3,4125,"ASTMG154",3,"9013","PET",92.28,-0.4,2.34,4.25,68.6,0.174439,0.121231,0.0148021,0.015115,1237.84,1713.22,2898.86,3385.42,600.462500000001,"uva340"
"sa22080.08",3,4125,"ASTMG154",3,"9025","PET",91.32,-0.43,2.61,4.78,75.1,0.16209,0.115356,0.013422,0.011943,1237.84,1711.35,2908.18,3383.56,600.462500000001,"uva340"
"sa22071.08",3,4125,"ASTMG154",3,"9006","TPU",95.95,-0.08,0.87,1.57,11.5,0.390929,0.422269,0.160445,0.0591069,1228.52,1713.22,2926.82,3322.04,600.462500000001,"uva340"
"sa22084.00",3,4125,"ASTMG154",4,"9025","TPU",94.37,0.02,0.89,1.72,44,0.312155,0.347752,0.127959,0.0398635,1226.66,1718.81,2924.96,3333.22,600.462500000001,"uva340"
"sa22068.09",3,4125,"ASTMG154",4,"9006","PET",90.68,-0.5,4.15,7.74,68.5,0.0549233,0.0710103,0.015296,0.00669936,1249.03,1685.25,2898.86,3335.09,600.462500000001,"uva340"
"sa22088.08",3,4125,"ASTMG154",3,"PURE","TPU",96.25,0.02,0.45,0.86,10.5,0.404172,0.432451,0.176236,0.0561053,1228.52,1713.22,2923.09,3323.9,600.462500000001,"uva340"
"sa22083.08",3,4125,"ASTMG154",3,"9025","TPU",95.83,0,0.56,1.06,10.1,0.427362,0.443093,0.185805,0.0553638,1226.66,1713.22,2926.82,3318.31,600.462500000001,"uva340"
"sa22080.10",3,4125,"ASTMG154",4,"9025","PET",92.44,-0.36,2.41,4.4,55,0.25682,0.204069,0.0308487,0.0238642,1241.57,1716.94,2906.32,3318.31,600.462500000001,"uva340"
"sa22086.10",3,4125,"ASTMG154",4,"PURE","PET",91.84,-0.42,2.16,3.9,86.4,0.266161,0.191522,0.0208884,0.0185634,1237.84,1716.94,2908.18,3314.58,600.462500000001,"uva340"
"sa22083.09",3,4125,"ASTMG154",4,"9025","TPU",96.31,0.01,0.52,0.97,14.3,0.394968,0.429527,0.165059,0.0576191,1228.52,1715.08,2926.82,3322.04,600.462500000001,"uva340"
"sa22077.09",3,4125,"ASTMG154",4,"9013","TPU",95.91,-0.07,1.01,1.86,14.5,0.419937,0.443737,0.182769,0.0510244,1226.66,1715.08,2924.96,3320.17,600.462500000001,"uva340"
"sa22086.08",3,4125,"ASTMG154",3,"PURE","PET",91.37,-0.35,2.48,4.58,90.5,0.227462,0.168615,0.016838,0.0125783,1237.84,1713.22,2906.32,3387.28,600.462500000001,"uva340"
"sa22088.10",3,4125,"ASTMG154",4,"PURE","TPU",96.03,0.04,0.43,0.82,9.8,0.411372,0.427503,0.178451,0.0520715,1226.66,1713.22,2923.09,3322.04,600.462500000001,"uva340"
"sa22068.09",4,9403,"ASTMG154",4,"9006","PET",89.07,-0.35,2.77,5.27,89.4,0.0844219,0.0777099,0.0201752,0.0175487,1213.61,1737.45,NA,NA,1368.76336666667,"uva340"
"sa22080.09",4,9403,"ASTMG154",4,"9025","PET",89.51,-0.36,3.12,5.92,92.4,NA,NA,NA,NA,NA,NA,NA,NA,1368.76336666667,"uva340"
"sa22086.09",4,9403,"ASTMG154",4,"PURE","PET",89.44,-0.44,2.93,5.5,92.3,0.0725303,0.0683884,0.0157676,0.0142109,1213.61,1733.72,NA,NA,1368.76336666667,"uva340"
"sa22080.10",4,9403,"ASTMG154",4,"9025","PET",91.95,-0.33,2.08,3.81,88.5,NA,NA,NA,NA,NA,NA,NA,NA,1368.76336666667,"uva340"
"sa22086.10",4,9403,"ASTMG154",4,"PURE","PET",92.01,-0.31,2.01,3.67,89.9,0.0611372,0.0577303,0.0142015,0.0128523,1213.61,1737.45,NA,NA,1368.76336666667,"uva340"
"sa22074.09",4,9403,"ASTMG154",4,"9013","PET",91.09,-0.43,2.27,4.13,88.5,0.0831852,0.0750852,0.0184062,0.01547,1213.61,1728.13,NA,NA,1368.76336666667,"uva340"
"sa22069.00",4,9403,"ASTMG154",4,"9006","PET",87.89,-0.51,3.23,6.1,93.4,0.0739823,0.0684368,0.0175512,0.0158134,1213.61,1735.59,NA,NA,1368.76336666667,"uva340"
"sa22075.00",4,9403,"ASTMG154",4,"9013","PET",91.96,-0.35,2.26,4.14,85.4,0.077157,0.070198,0.0162783,0.0138755,1213.61,1733.72,NA,NA,1368.76336666667,"uva340"
"sa22084.08",0,0,"ASTMG155",3,"9025","TPU",96.83,-0.02,0.35,0.63,2.6,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22080.17",0,0,"ASTMG155",2,"9025","PET",95.82,-0.18,0.95,1.65,1.2,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22089.03",0,0,"ASTMG155",3,"PURE","TPU",96.75,-0.03,0.34,0.6,3,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22078.07",0,0,"ASTMG155",2,"9013","TPU",96.82,-0.03,0.33,0.59,2.3,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22087.03",0,0,"ASTMG155",3,"PURE","PET",95.06,-0.18,1.04,1.84,1.2,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22072.07",0,0,"ASTMG155",2,"9006","TPU",96.79,-0.03,0.33,0.58,1.4,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22072.06",0,0,"ASTMG155",1,"9006","TPU",96.7,-0.04,0.37,0.65,2.8,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22069.06",0,0,"ASTMG155",1,"9006","PET",95.8,-0.18,0.93,1.62,1.9,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22084.07",0,0,"ASTMG155",2,"9025","TPU",96.82,-0.04,0.32,0.56,2.2,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22084.06",0,0,"ASTMG155",1,"9025","TPU",96.8,-0.03,0.36,0.64,2.8,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22070.00",0,0,"ASTMG155",4,"9006","PET",95.79,-0.2,0.95,1.64,3.4,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22078.06",0,0,"ASTMG155",1,"9013","TPU",96.78,-0.03,0.35,0.61,1.6,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22087.01",0,0,"ASTMG155",1,"PURE","PET",95.1,-0.19,1.03,1.82,1.2,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22085.00",0,0,"ASTMG155",4,"9025","TPU",96.79,-0.03,0.35,0.63,2.5,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22080.18",0,0,"ASTMG155",3,"9025","PET",95.78,-0.18,0.97,1.7,3,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22075.06",0,0,"ASTMG155",1,"9013","PET",95.76,-0.18,0.97,1.71,1.6,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22075.07",0,0,"ASTMG155",2,"9013","PET",95.83,-0.24,0.96,1.63,2.4,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22087.02",0,0,"ASTMG155",2,"PURE","PET",95.11,-0.16,1.01,1.8,1.4,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22087.05",0,0,"ASTMG155",4,"PURE","PET",95.09,-0.18,1.03,1.82,1.4,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22076.00",0,0,"ASTMG155",4,"9013","PET",95.83,-0.04,0.92,1.71,1.1,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22079.00",0,0,"ASTMG155",4,"9013","TPU",96.8,-0.03,0.34,0.61,2.3,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22069.07",0,0,"ASTMG155",2,"9006","PET",95.8,-0.18,0.93,1.62,1.4,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22084.09",0,0,"ASTMG155",4,"9025","TPU",96.82,-0.03,0.34,0.61,2.2,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22072.08",0,0,"ASTMG155",3,"9006","TPU",96.76,-0.05,0.37,0.64,2.7,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22080.16",0,0,"ASTMG155",1,"9025","PET",95.81,-0.19,0.95,1.65,1.6,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22075.09",0,0,"ASTMG155",4,"9013","PET",95.83,-0.23,0.96,1.63,1.3,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22072.09",0,0,"ASTMG155",4,"9006","TPU",96.74,-0.05,0.37,0.64,3.2,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22073.00",0,0,"ASTMG155",4,"9006","TPU",96.74,-0.05,0.37,0.64,2.6,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22078.09",0,0,"ASTMG155",4,"9013","TPU",96.76,-0.04,0.35,0.61,2.1,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22089.02",0,0,"ASTMG155",2,"PURE","TPU",96.76,-0.02,0.33,0.59,3.7,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22075.08",0,0,"ASTMG155",3,"9013","PET",95.84,-0.17,0.93,1.63,1.3,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22069.09",0,0,"ASTMG155",4,"9006","PET",95.84,-0.2,0.91,1.57,1.2,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22087.04",0,0,"ASTMG155",4,"PURE","PET",95.08,-0.17,1.03,1.82,1.6,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22089.04",0,0,"ASTMG155",4,"PURE","TPU",96.73,-0.03,0.33,0.59,3.7,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22078.08",0,0,"ASTMG155",3,"9013","TPU",96.78,-0.05,0.37,0.65,2.2,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22081.00",0,0,"ASTMG155",4,"9025","PET",95.8,-0.17,0.94,1.65,1.5,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22069.08",0,0,"ASTMG155",3,"9006","PET",95.83,-0.18,0.93,1.62,1.3,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22089.01",0,0,"ASTMG155",1,"PURE","TPU",96.79,-0.04,0.33,0.57,2.2,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22089.05",0,0,"ASTMG155",4,"PURE","TPU",96.61,-0.03,0.37,0.66,5,NA,NA,NA,NA,NA,NA,NA,NA,0,"uva340"
"sa22078.07",1,1086,"ASTMG155",2,"9013","TPU",96.59,-0.06,0.41,0.72,3.6,NA,NA,NA,NA,NA,NA,NA,NA,101.88852,"uva340"
"sa22070.00",1,1086,"ASTMG155",4,"9006","PET",94.21,-0.44,1.66,2.84,37.2,NA,NA,NA,NA,NA,NA,NA,NA,101.88852,"uva340"
"sa22089.03",1,1086,"ASTMG155",3,"PURE","TPU",96.64,-0.03,0.36,0.64,4.5,NA,NA,NA,NA,NA,NA,NA,NA,101.88852,"uva340"
"sa22072.06",1,1086,"ASTMG155",1,"9006","TPU",95.64,-0.03,0.46,0.84,14.6,0.386921,0.408111,0.160294,0.0507494,1226.66,1716.94,2924.96,3335.09,101.88852,"uva340"
"sa22084.07",1,1086,"ASTMG155",2,"9025","TPU",96.39,-0.04,0.58,1.06,13.9,NA,NA,NA,NA,NA,NA,NA,NA,101.88852,"uva340"
"sa22075.06",1,1086,"ASTMG155",1,"9013","PET",95.88,-0.44,1.54,2.57,1.8,0.189606,0.165073,0.0297913,0.0257895,1215.47,1707.62,2917.5,3335.09,101.88852,"uva340"
"sa22085.00",1,1086,"ASTMG155",4,"9025","TPU",96.6,-0.04,0.45,0.79,4.5,NA,NA,NA,NA,NA,NA,NA,NA,101.88852,"uva340"
"sa22087.03",1,1086,"ASTMG155",3,"PURE","PET",95.07,-0.25,1.21,2.11,3.9,NA,NA,NA,NA,NA,NA,NA,NA,101.88852,"uva340"
"sa22084.06",1,1086,"ASTMG155",1,"9025","TPU",95.81,-0.03,0.57,1.04,15.6,0.325327,0.422475,0.0971932,0.0696517,1222.93,1718.81,2924.96,3385.42,101.88852,"uva340"
"sa22078.06",1,1086,"ASTMG155",1,"9013","TPU",96.5,-0.05,0.39,0.68,4.6,0.388982,0.482453,0.0981857,0.0953901,1213.61,1716.94,2924.96,3364.91,101.88852,"uva340"
"sa22084.08",1,1086,"ASTMG155",3,"9025","TPU",96.33,-0.06,0.57,1.02,17.5,NA,NA,NA,NA,NA,NA,NA,NA,101.88852,"uva340"
"sa22087.04",1,1086,"ASTMG155",4,"PURE","PET",95.12,-0.26,1.25,2.18,5.7,NA,NA,NA,NA,NA,NA,NA,NA,101.88852,"uva340"
"sa22079.00",1,1086,"ASTMG155",4,"9013","TPU",96.5,-0.07,0.42,0.72,3.9,NA,NA,NA,NA,NA,NA,NA,NA,101.88852,"uva340"
"sa22087.01",1,1086,"ASTMG155",1,"PURE","PET",95.09,-0.27,1.27,2.21,7.2,0.242254,0.19474,0.0367478,0.0286374,1241.57,1716.94,2917.5,3335.09,101.88852,"uva340"
"sa22084.09",1,1086,"ASTMG155",4,"9025","TPU",96.59,-0.04,0.4,0.71,4.9,NA,NA,NA,NA,NA,NA,NA,NA,101.88852,"uva340"
"sa22069.06",1,1086,"ASTMG155",1,"9006","PET",94.94,-0.22,1.45,2.6,36.3,0.148843,0.130934,0.0246722,0.0211559,1213.61,1713.22,2924.96,3383.56,101.88852,"uva340"
"sa22080.16",1,1086,"ASTMG155",1,"9025","PET",94.84,-0.14,1.55,2.85,32.8,0.152442,0.138222,0.0284032,0.0188449,1215.47,1698.3,2917.5,3385.42,101.88852,"uva340"
"sa22080.17",1,1086,"ASTMG155",2,"9025","PET",93.87,-0.18,1.65,3.04,51.7,NA,NA,NA,NA,NA,NA,NA,NA,101.88852,"uva340"
"sa22075.07",1,1086,"ASTMG155",2,"9013","PET",95.63,-0.37,1.06,1.71,2,NA,NA,NA,NA,NA,NA,NA,NA,101.88852,"uva340"
"sa22072.09",1,1086,"ASTMG155",4,"9006","TPU",96.26,-0.03,0.5,0.91,18.5,NA,NA,NA,NA,NA,NA,NA,NA,101.88852,"uva340"
"sa22089.05",1,1086,"ASTMG155",4,"PURE","TPU",96.55,-0.02,0.39,0.71,6.8,NA,NA,NA,NA,NA,NA,NA,NA,101.88852,"uva340"
"sa22069.07",1,1086,"ASTMG155",2,"9006","PET",93.18,-0.41,1.47,2.53,23.3,NA,NA,NA,NA,NA,NA,NA,NA,101.88852,"uva340"
"sa22078.08",1,1086,"ASTMG155",3,"9013","TPU",96.38,-0.04,0.43,0.76,7.6,NA,NA,NA,NA,NA,NA,NA,NA,101.88852,"uva340"
"sa22073.00",1,1086,"ASTMG155",4,"9006","TPU",96.19,-0.05,0.5,0.9,19.2,NA,NA,NA,NA,NA,NA,NA,NA,101.88852,"uva340"
"sa22072.07",1,1086,"ASTMG155",2,"9006","TPU",95.75,-0.03,0.54,0.99,15.6,NA,NA,NA,NA,NA,NA,NA,NA,101.88852,"uva340"
"sa22089.04",1,1086,"ASTMG155",4,"PURE","TPU",96.72,-0.04,0.36,0.63,3,NA,NA,NA,NA,NA,NA,NA,NA,101.88852,"uva340"
"sa22089.01",1,1086,"ASTMG155",1,"PURE","TPU",96.71,-0.03,0.33,0.59,3.1,0.409823,0.404889,0.182133,0.0541837,1226.66,1715.08,2924.96,3323.9,101.88852,"uva340"
"sa22069.09",1,1086,"ASTMG155",4,"9006","PET",95.6,-0.52,0.98,1.46,5.6,NA,NA,NA,NA,NA,NA,NA,NA,101.88852,"uva340"
"sa22072.08",1,1086,"ASTMG155",3,"9006","TPU",95.76,-0.07,0.58,1.04,14.9,NA,NA,NA,NA,NA,NA,NA,NA,101.88852,"uva340"
"sa22087.02",1,1086,"ASTMG155",2,"PURE","PET",95.13,-0.26,1.2,2.08,2.5,NA,NA,NA,NA,NA,NA,NA,NA,101.88852,"uva340"
"sa22069.08",1,1086,"ASTMG155",3,"9006","PET",93.7,-0.39,1.5,2.58,23.7,NA,NA,NA,NA,NA,NA,NA,NA,101.88852,"uva340"
"sa22089.02",1,1086,"ASTMG155",2,"PURE","TPU",96.57,-0.02,0.38,0.68,5.6,NA,NA,NA,NA,NA,NA,NA,NA,101.88852,"uva340"
"sa22080.18",1,1086,"ASTMG155",3,"9025","PET",95.84,-0.17,1.14,2.02,5.1,NA,NA,NA,NA,NA,NA,NA,NA,101.88852,"uva340"
"sa22075.08",1,1086,"ASTMG155",3,"9013","PET",95.14,0.09,1.06,2.08,2.3,NA,NA,NA,NA,NA,NA,NA,NA,101.88852,"uva340"
"sa22080.19",1,1086,"ASTMG155",4,"9025","PET",95.98,-0.28,1.13,1.92,4.3,NA,NA,NA,NA,NA,NA,NA,NA,101.88852,"uva340"
"sa22075.09",1,1086,"ASTMG155",4,"9013","PET",95.45,-0.09,1.16,2.13,8.5,NA,NA,NA,NA,NA,NA,NA,NA,101.88852,"uva340"
"sa22078.09",1,1086,"ASTMG155",4,"9013","TPU",96.64,-0.05,0.37,0.64,2.8,NA,NA,NA,NA,NA,NA,NA,NA,101.88852,"uva340"
"sa22087.05",1,1086,"ASTMG155",4,"PURE","PET",95.14,-0.28,1.23,2.12,4.5,NA,NA,NA,NA,NA,NA,NA,NA,101.88852,"uva340"
"sa22089.03",2,2177,"ASTMG155",3,"PURE","TPU",96.44,0.01,0.39,0.73,8.5,NA,NA,NA,NA,NA,NA,NA,NA,204.24614,"uva340"
"sa22084.07",2,2177,"ASTMG155",2,"9025","TPU",96.36,-0.02,0.52,0.95,10.3,0.356462,0.388092,0.126384,0.0538496,1226.66,1716.94,2921.23,3340.68,204.24614,"uva340"
"sa22078.07",2,2177,"ASTMG155",2,"9013","TPU",96.45,-0.02,0.45,0.82,9.1,0.349797,0.460277,0.0844208,0.0945159,1213.61,1709.49,2924.96,3383.56,204.24614,"uva340"
"sa22075.09",2,2177,"ASTMG155",4,"9013","PET",95.26,-0.68,1.54,2.4,10.3,NA,NA,NA,NA,NA,NA,NA,NA,204.24614,"uva340"
"sa22084.09",2,2177,"ASTMG155",4,"9025","TPU",96.5,-0.01,0.41,0.76,10.5,NA,NA,NA,NA,NA,NA,NA,NA,204.24614,"uva340"
"sa22069.07",2,2177,"ASTMG155",2,"9006","PET",92.67,-0.36,1.77,3.16,60.2,0.12215,0.0850245,0.0154404,0.0160901,1237.84,1713.22,2913.77,3381.69,204.24614,"uva340"
"sa22080.17",2,2177,"ASTMG155",2,"9025","PET",91.66,-0.36,2.04,3.72,52,0.148093,0.105182,0.0205176,0.0183119,1237.84,1713.22,2917.5,3381.69,204.24614,"uva340"
"sa22089.02",2,2177,"ASTMG155",2,"PURE","TPU",96.52,0,0.39,0.72,8.6,0.412497,0.415613,0.176654,0.0559074,1228.52,1713.22,2924.96,3327.63,204.24614,"uva340"
"sa22084.07",2,2177,"ASTMG155",2,"9025","TPU",96.36,-0.02,0.52,0.95,10.3,0.356462,0.388092,0.126384,0.0538496,1226.66,1716.94,2921.23,3340.68,204.24614,"uva340"
"sa22070.00",2,2177,"ASTMG155",4,"9006","PET",90.48,-0.34,2.16,4,86.9,NA,NA,NA,NA,NA,NA,NA,NA,204.24614,"uva340"
"sa22078.09",2,2177,"ASTMG155",4,"9013","TPU",96.52,-0.01,0.42,0.77,5,NA,NA,NA,NA,NA,NA,NA,NA,204.24614,"uva340"
"sa22079.00",2,2177,"ASTMG155",4,"9013","TPU",96.03,-0.02,0.5,0.92,16.5,NA,NA,NA,NA,NA,NA,NA,NA,204.24614,"uva340"
"sa22073.00",2,2177,"ASTMG155",4,"9006","TPU",96.21,0,0.49,0.92,32.1,NA,NA,NA,NA,NA,NA,NA,NA,204.24614,"uva340"
"sa22078.07",2,2177,"ASTMG155",2,"9013","TPU",96.45,-0.02,0.45,0.82,9.1,0.349797,0.460277,0.0844208,0.0945159,1213.61,1709.49,2924.96,3383.56,204.24614,"uva340"
"sa22075.07",2,2177,"ASTMG155",2,"9013","PET",90.37,-0.41,1.77,3.19,68.7,0.129161,0.0943946,0.0154243,0.0119579,1237.84,1713.22,2915.64,3327.63,204.24614,"uva340"
"sa22072.07",2,2177,"ASTMG155",2,"9006","TPU",96.21,0.01,0.51,0.96,16.1,0.35481,0.443193,0.0996335,0.0710389,1224.79,1718.81,2921.23,3383.56,204.24614,"uva340"
"sa22078.08",2,2177,"ASTMG155",3,"9013","TPU",96.28,-0.01,0.47,0.86,14.4,NA,NA,NA,NA,NA,NA,NA,NA,204.24614,"uva340"
"sa22089.04",2,2177,"ASTMG155",4,"PURE","TPU",96.28,0.01,0.42,0.8,10.7,NA,NA,NA,NA,NA,NA,NA,NA,204.24614,"uva340"
"sa22084.08",2,2177,"ASTMG155",3,"9025","TPU",96.42,-0.01,0.51,0.94,9.8,NA,NA,NA,NA,NA,NA,NA,NA,204.24614,"uva340"
"sa22087.02",2,2177,"ASTMG155",2,"PURE","PET",93.36,-0.35,1.8,3.19,45.3,0.155994,0.118837,0.021425,0.0161708,1237.84,1713.22,2915.64,3327.63,204.24614,"uva340"
"sa22080.17",2,2177,"ASTMG155",2,"9025","PET",91.66,-0.36,2.04,3.72,52,0.148093,0.105182,0.0205176,0.0183119,1237.84,1713.22,2917.5,3381.69,204.24614,"uva340"
"sa22072.09",2,2177,"ASTMG155",4,"9006","TPU",96.16,-0.02,0.52,0.96,18.3,NA,NA,NA,NA,NA,NA,NA,NA,204.24614,"uva340"
"sa22085.00",2,2177,"ASTMG155",4,"9025","TPU",96.44,-0.03,0.48,0.88,8.2,NA,NA,NA,NA,NA,NA,NA,NA,204.24614,"uva340"
"sa22072.08",2,2177,"ASTMG155",3,"9006","TPU",96.02,-0.01,0.53,0.98,14.4,NA,NA,NA,NA,NA,NA,NA,NA,204.24614,"uva340"
"sa22069.07",2,2177,"ASTMG155",2,"9006","PET",92.67,-0.36,1.77,3.16,60.2,0.12215,0.0850245,0.0154404,0.0160901,1237.84,1713.22,2913.77,3381.69,204.24614,"uva340"
"sa22080.18",2,2177,"ASTMG155",3,"9025","PET",90.73,-0.46,1.9,3.38,55.8,NA,NA,NA,NA,NA,NA,NA,NA,204.24614,"uva340"
"sa22075.08",2,2177,"ASTMG155",3,"9013","PET",91.1,-0.46,1.73,3.05,57.2,NA,NA,NA,NA,NA,NA,NA,NA,204.24614,"uva340"
"sa22089.02",2,2177,"ASTMG155",2,"PURE","TPU",96.52,0,0.39,0.72,8.6,0.412497,0.415613,0.176654,0.0559074,1228.52,1713.22,2924.96,3327.63,204.24614,"uva340"
"sa22087.04",2,2177,"ASTMG155",4,"PURE","PET",93.58,-0.36,1.76,3.11,41.6,NA,NA,NA,NA,NA,NA,NA,NA,204.24614,"uva340"
"sa22080.19",2,2177,"ASTMG155",4,"9025","PET",91.23,-0.4,1.73,3.08,62,NA,NA,NA,NA,NA,NA,NA,NA,204.24614,"uva340"
"sa22072.07",2,2177,"ASTMG155",2,"9006","TPU",96.21,0.01,0.51,0.96,16.1,0.35481,0.443193,0.0996335,0.0710389,1224.79,1718.81,2921.23,3383.56,204.24614,"uva340"
"sa22087.03",2,2177,"ASTMG155",3,"PURE","PET",94.66,-0.34,1.6,2.8,14.9,NA,NA,NA,NA,NA,NA,NA,NA,204.24614,"uva340"
"sa22087.05",2,2177,"ASTMG155",4,"PURE","PET",93.48,-0.35,1.84,3.28,32.9,NA,NA,NA,NA,NA,NA,NA,NA,204.24614,"uva340"
"sa22076.00",2,2177,"ASTMG155",4,"9013","PET",93.9,-0.28,1.55,2.76,36,NA,NA,NA,NA,NA,NA,NA,NA,204.24614,"uva340"
"sa22087.02",2,2177,"ASTMG155",2,"PURE","PET",93.36,-0.35,1.8,3.19,45.3,0.155994,0.118837,0.021425,0.0161708,1237.84,1713.22,2915.64,3327.63,204.24614,"uva340"
