"ID","exposure","retain","substrate","material","lstar","astar","bstar","YI","Haze","step"
"sa22086.08","ASTMG154",3,"PURE","PET",91.37,-0.35,2.48,4.58,90.5,3
"sa22086.08","ASTMG154",3,"PURE","PET",89.38,-0.54,2.75,5.05,76.5,2
"sa22086.09","ASTMG154",4,"PURE","PET",85.67,-0.83,7.85,15.12,95.9,2
"sa22086.09","ASTMG154",4,"PURE","PET",89.44,-0.44,2.93,5.5,92.3,4
"sa22086.09","ASTMG154",4,"PURE","PET",95.06,-0.17,1.04,1.84,1.1,0
"sa22086.09","ASTMG154",4,"PURE","PET",94.58,-0.3,1.85,3.3,28.1,1
"sa22086.09","ASTMG154",4,"PURE","PET",90.35,-0.5,3,5.52,88.8,3
"sa22086.10","ASTMG154",4,"PURE","PET",92.01,-0.31,2.01,3.67,89.9,4
"sa22086.10","ASTMG154",4,"PURE","PET",91.84,-0.42,2.16,3.9,86.4,3
"sa22086.10","ASTMG154",4,"PURE","PET",94.98,-0.17,1.03,1.83,2.1,0
"sa22086.10","ASTMG154",4,"PURE","PET",95.42,-0.34,1.74,3.04,20.4,1
"sa22086.10","ASTMG154",4,"PURE","PET",90.57,-0.6,2.45,4.37,69,2
"sa22086.11","HF",1,"PURE","PET",95.05,-0.19,1.09,1.92,2.5,1
"sa22086.11","HF",1,"PURE","PET",95.08,-0.17,1.02,1.81,1.2,0
"sa22086.12","HF",2,"PURE","PET",95.07,-0.17,1.04,1.84,1.1,0
"sa22086.12","HF",2,"PURE","PET",95.25,-0.2,1.13,1.98,3,2
"sa22086.12","HF",2,"PURE","PET",95.12,-0.2,1.09,1.91,2.4,1
"sa22086.13","HF",3,"PURE","PET",94.99,-0.21,1.13,1.98,3.3,3
"sa22086.13","HF",3,"PURE","PET",95.07,-0.19,1.04,1.83,1.1,0
"sa22086.13","HF",3,"PURE","PET",95.11,-0.21,1.1,1.93,2.2,1
"sa22086.13","HF",3,"PURE","PET",95.23,-0.2,1.13,2,2.7,2
"sa22086.14","HF",4,"PURE","PET",95.1,-0.18,1.02,1.81,1.2,0
"sa22086.14","HF",4,"PURE","PET",95.05,-0.21,1.09,1.92,3.3,3
"sa22086.14","HF",4,"PURE","PET",95.23,-0.18,1.14,2.02,3.3,2
"sa22086.14","HF",4,"PURE","PET",94.97,-0.21,1.12,1.96,2.9,4
"sa22087.00","HF",4,"PURE","PET",95.07,-0.17,1.03,1.84,1.1,0
"sa22087.00","HF",4,"PURE","PET",95.05,-0.22,1.13,1.97,3.8,3
"sa22087.00","HF",4,"PURE","PET",95,-0.21,1.16,2.05,4.2,4
"sa22087.00","HF",4,"PURE","PET",95.26,-0.2,1.13,2,3.1,2
"sa22087.01","ASTMG155",1,"PURE","PET",95.1,-0.19,1.03,1.82,1.2,0
"sa22087.01","ASTMG155",1,"PURE","PET",95.09,-0.27,1.27,2.21,7.2,1
"sa22087.02","ASTMG155",2,"PURE","PET",95.11,-0.16,1.01,1.8,1.4,0
"sa22087.02","ASTMG155",2,"PURE","PET",95.13,-0.26,1.2,2.08,2.5,1
"sa22087.02","ASTMG155",2,"PURE","PET",93.36,-0.35,1.8,3.19,45.3,2
"sa22087.03","ASTMG155",3,"PURE","PET",95.06,-0.18,1.04,1.84,1.2,0
"sa22087.03","ASTMG155",3,"PURE","PET",95.07,-0.25,1.21,2.11,3.9,1
"sa22087.03","ASTMG155",3,"PURE","PET",91.14,-0.4,1.93,3.48,89.1,3
"sa22087.03","ASTMG155",3,"PURE","PET",94.66,-0.34,1.6,2.8,14.9,2
"sa22087.04","ASTMG155",4,"PURE","PET",92.54,-0.36,1.88,3.38,97.1,4
"sa22087.04","ASTMG155",4,"PURE","PET",92.16,-0.34,1.78,3.21,87.5,3
"sa22087.04","ASTMG155",4,"PURE","PET",95.08,-0.17,1.03,1.82,1.6,0
"sa22087.04","ASTMG155",4,"PURE","PET",93.58,-0.36,1.76,3.11,41.6,2
"sa22087.04","ASTMG155",4,"PURE","PET",95.12,-0.26,1.25,2.18,5.7,1
"sa22087.05","ASTMG155",4,"PURE","PET",92.81,-0.35,1.9,3.4,97,4
"sa22087.05","ASTMG155",4,"PURE","PET",95.09,-0.18,1.03,1.82,1.4,0
"sa22087.05","ASTMG155",4,"PURE","PET",95.14,-0.28,1.23,2.12,4.5,1
"sa22087.05","ASTMG155",4,"PURE","PET",93.48,-0.35,1.84,3.28,32.9,2
"sa22087.06","1x",1,"PURE","PET",94.71,-0.21,1.25,2.22,6.6,1
"sa22087.06","1x",1,"PURE","PET",95.04,-0.18,1.04,1.84,1.5,0
"sa22087.07","1x",2,"PURE","PET",95.09,-0.18,1.03,1.82,1.4,0
"sa22087.07","1x",2,"PURE","PET",95.11,-0.19,1.12,1.97,3.4,1
"sa22087.07","1x",2,"PURE","PET",94.87,-0.19,1.18,2.11,5.2,2
"sa22087.08","1x",3,"PURE","PET",95.08,-0.17,1.03,1.83,1.2,0
"sa22087.08","1x",3,"PURE","PET",94.96,-0.25,1.28,2.24,5.4,3
"sa22087.09","1x",4,"PURE","PET",94.63,-0.22,1.45,2.61,8.4,3
"sa22087.09","1x",4,"PURE","PET",95.03,-0.2,1.15,2.03,5.9,1
"sa22087.09","1x",4,"PURE","PET",94.85,-0.2,1.23,2.2,5.9,2
"sa22087.09","1x",4,"PURE","PET",95.09,-0.18,1.02,1.8,1.2,0
"sa22087.10","5x",1,"PURE","PET",95.11,-0.18,1.02,1.8,1.1,0
"sa22087.10","5x",1,"PURE","PET",95,-0.17,1.21,2.16,3.5,1
"sa22087.11","5x",2,"PURE","PET",94.86,-0.16,1.2,2.16,4.2,1
"sa22087.11","5x",2,"PURE","PET",95.06,-0.17,1.03,1.83,1.1,0
"sa22087.11","5x",2,"PURE","PET",94.87,-0.19,1.31,2.35,4.4,2
"sa22087.12","5x",3,"PURE","PET",94.84,-0.2,1.27,2.26,5.8,2
"sa22087.12","5x",3,"PURE","PET",94.6,-0.2,1.73,3.14,17,3
"sa22087.12","5x",3,"PURE","PET",95.09,-0.18,1.02,1.81,1.2,0
"sa22087.12","5x",3,"PURE","PET",94.94,-0.17,1.21,2.17,4.2,1
"sa22087.13","5x",4,"PURE","PET",94.82,-0.16,1.22,2.2,5.9,1
"sa22087.13","5x",4,"PURE","PET",95.07,-0.18,1.04,1.84,1.6,0
"sa22087.13","5x",4,"PURE","PET",94.92,-0.19,1.28,2.29,4.2,2
"sa22087.13","5x",4,"PURE","PET",94.35,-0.17,1.86,3.42,23.6,3
"sa22087.14","baseline",0,"PURE","PET",95.12,-0.17,1.04,1.85,3.5,0
"sa22087.14","baseline",0,"PURE","PET",95.07,-0.18,1.03,1.82,1.1,0
"sa22088.00","baseline",0,"PURE","TPU",96.84,-0.01,0.32,0.58,2.1,0
"sa22088.01","mASTMG154",1,"PURE","TPU",96.74,-0.04,0.35,0.6,2.3,0
"sa22088.02","mASTMG154",2,"PURE","TPU",96.57,-0.02,0.55,1.02,3.3,2
"sa22088.02","mASTMG154",2,"PURE","TPU",96.64,-0.03,0.67,1.24,2,1
"sa22088.02","mASTMG154",2,"PURE","TPU",96.76,-0.02,0.32,0.58,2.3,0
"sa22088.03","mASTMG154",3,"PURE","TPU",96.57,-0.01,0.5,0.91,3.5,2
"sa22088.03","mASTMG154",3,"PURE","TPU",96.82,-0.03,0.3,0.54,1.5,0
"sa22088.03","mASTMG154",3,"PURE","TPU",96.59,0.03,0.34,0.64,4.4,3
"sa22088.03","mASTMG154",3,"PURE","TPU",96.64,-0.04,0.71,1.31,1.7,1
"sa22088.04","mASTMG154",4,"PURE","TPU",96.81,-0.03,0.33,0.58,1.8,0
"sa22088.04","mASTMG154",4,"PURE","TPU",96.6,-0.01,0.64,1.18,3.4,2
"sa22088.04","mASTMG154",4,"PURE","TPU",96.58,-0.06,0.86,1.56,2.1,1
"sa22088.04","mASTMG154",4,"PURE","TPU",96.59,0.03,0.48,0.92,4.8,4
"sa22088.04","mASTMG154",4,"PURE","TPU",96.6,0.02,0.39,0.73,4.3,3
"sa22088.05","mASTMG154",4,"PURE","TPU",96.55,0.04,0.45,0.86,5.5,4
"sa22088.05","mASTMG154",4,"PURE","TPU",96.61,-0.02,0.67,1.23,3.3,2
"sa22088.05","mASTMG154",4,"PURE","TPU",96.6,0.02,0.37,0.7,4.2,3
"sa22088.05","mASTMG154",4,"PURE","TPU",96.62,-0.04,0.8,1.46,2.4,1
"sa22088.05","mASTMG154",4,"PURE","TPU",96.72,-0.02,0.33,0.58,4.2,0
"sa22088.06","ASTMG154",1,"PURE","TPU",96.79,-0.02,0.31,0.55,2.1,0
"sa22088.06","ASTMG154",1,"PURE","TPU",96.04,0.09,1.25,2.42,43.9,1
"sa22088.07","ASTMG154",2,"PURE","TPU",96.59,-0.04,0.5,0.9,4,1
"sa22088.07","ASTMG154",2,"PURE","TPU",96.74,-0.03,0.32,0.56,2.6,0
"sa22088.08","ASTMG154",3,"PURE","TPU",96.37,0.01,0.57,1.07,12.2,2
"sa22088.08","ASTMG154",3,"PURE","TPU",96.25,0.02,0.45,0.86,10.5,3
"sa22088.08","ASTMG154",3,"PURE","TPU",96.6,-0.04,0.63,1.15,3.7,1
"sa22088.08","ASTMG154",3,"PURE","TPU",96.76,-0.04,0.33,0.58,3.1,0
"sa22088.09","ASTMG154",4,"PURE","TPU",96.5,-0.04,0.57,1.03,5.2,1
"sa22088.09","ASTMG154",4,"PURE","TPU",96.78,-0.02,0.32,0.56,2,0
"sa22088.09","ASTMG154",4,"PURE","TPU",95.85,0,0.5,0.95,9.8,2
"sa22088.10","ASTMG154",4,"PURE","TPU",96.03,0.04,0.43,0.82,9.8,3
"sa22088.10","ASTMG154",4,"PURE","TPU",96.7,-0.02,0.36,0.64,3.4,0
"sa22088.10","ASTMG154",4,"PURE","TPU",96.57,-0.04,0.52,0.94,5.1,1
"sa22088.10","ASTMG154",4,"PURE","TPU",96.56,-0.04,0.64,1.16,6.8,2
"sa22088.11","HF",1,"PURE","TPU",96.83,-0.03,0.31,0.54,1.4,0
"sa22088.11","HF",1,"PURE","TPU",96.72,-0.23,0.9,1.52,1.8,1
"sa22088.12","HF",2,"PURE","TPU",96.73,-0.36,1.55,2.63,2.7,2
"sa22088.12","HF",2,"PURE","TPU",96.68,-0.25,0.95,1.59,3.1,1
"sa22088.12","HF",2,"PURE","TPU",96.78,-0.04,0.32,0.56,2.9,0
"sa22088.13","HF",3,"PURE","TPU",96.7,-0.23,0.9,1.51,2.7,1
"sa22088.13","HF",3,"PURE","TPU",96.74,-0.34,1.37,2.32,2.5,2
"sa22088.13","HF",3,"PURE","TPU",96.8,-0.03,0.32,0.56,2.5,0
"sa22088.14","HF",4,"PURE","TPU",96.69,-0.29,1.24,2.11,3.1,2
"sa22088.14","HF",4,"PURE","TPU",96.74,-0.03,0.36,0.63,3,0
"sa22088.14","HF",4,"PURE","TPU",96.66,-0.21,0.89,1.5,2.8,1
"sa22089.00","HF",4,"PURE","TPU",96.64,-0.22,0.86,1.44,3,1
"sa22089.00","HF",4,"PURE","TPU",96.73,-0.31,1.24,2.08,3.2,2
"sa22089.00","HF",4,"PURE","TPU",96.8,-0.03,0.32,0.56,1.7,0
"sa22089.01","ASTMG155",1,"PURE","TPU",96.71,-0.03,0.33,0.59,3.1,1
"sa22089.01","ASTMG155",1,"PURE","TPU",96.79,-0.04,0.33,0.57,2.2,0
"sa22089.02","ASTMG155",2,"PURE","TPU",96.57,-0.02,0.38,0.68,5.6,1
"sa22089.02","ASTMG155",2,"PURE","TPU",96.76,-0.02,0.33,0.59,3.7,0
"sa22089.02","ASTMG155",2,"PURE","TPU",96.52,0,0.39,0.72,8.6,2
"sa22089.03","ASTMG155",3,"PURE","TPU",96.53,0.02,0.28,0.53,4.5,3
"sa22089.03","ASTMG155",3,"PURE","TPU",96.44,0.01,0.39,0.73,8.5,2
"sa22089.03","ASTMG155",3,"PURE","TPU",96.64,-0.03,0.36,0.64,4.5,1
"sa22089.03","ASTMG155",3,"PURE","TPU",96.75,-0.03,0.34,0.6,3,0
"sa22089.04","ASTMG155",4,"PURE","TPU",95.12,0.06,0.53,1.04,31.5,4
"sa22089.04","ASTMG155",4,"PURE","TPU",96.73,-0.03,0.33,0.59,3.7,0
"sa22089.04","ASTMG155",4,"PURE","TPU",96.72,-0.04,0.36,0.63,3,1
"sa22089.04","ASTMG155",4,"PURE","TPU",96.28,0.01,0.42,0.8,10.7,2
"sa22089.04","ASTMG155",4,"PURE","TPU",96.43,0.03,0.3,0.57,6.2,3
"sa22089.05","ASTMG155",4,"PURE","TPU",96.61,-0.03,0.37,0.66,5,0
"sa22089.05","ASTMG155",4,"PURE","TPU",96.51,0.02,0.29,0.55,5.8,3
"sa22089.05","ASTMG155",4,"PURE","TPU",96.21,0.05,0.42,0.82,14.1,4
"sa22089.05","ASTMG155",4,"PURE","TPU",96.55,-0.02,0.39,0.71,6.8,1
"sa22089.05","ASTMG155",4,"PURE","TPU",96.46,0,0.41,0.75,6.8,2
"sa22089.06","1x",1,"PURE","TPU",96.7,-0.04,0.36,0.63,3.8,0
"sa22089.06","1x",1,"PURE","TPU",95.9,-0.04,0.78,1.43,9.1,1
"sa22089.07","1x",2,"PURE","TPU",94.98,0.02,1.16,2.23,16.6,2
"sa22089.07","1x",2,"PURE","TPU",96.08,-0.02,0.75,1.39,7,1
"sa22089.07","1x",2,"PURE","TPU",96.76,-0.04,0.33,0.58,3.6,0
"sa22089.08","1x",3,"PURE","TPU",96.2,-0.04,0.74,1.36,5.9,1
"sa22089.08","1x",3,"PURE","TPU",94.95,0.03,1.22,2.34,15.6,2
"sa22089.08","1x",3,"PURE","TPU",96.65,-0.04,0.36,0.63,5.4,0
"sa22089.08","1x",3,"PURE","TPU",94.19,0.07,1.7,3.31,20.4,3
"sa22089.09","1x",4,"PURE","TPU",94.55,0.05,1.56,3.01,15.5,3
"sa22089.09","1x",4,"PURE","TPU",95.1,0.02,1.13,2.17,12.2,2
"sa22089.09","1x",4,"PURE","TPU",96.17,-0.04,0.76,1.4,5.3,1
"sa22089.09","1x",4,"PURE","TPU",96.68,-0.03,0.35,0.62,3.5,0
"sa22089.10","5x",1,"PURE","TPU",95.94,-0.02,0.79,1.46,9,1
"sa22089.10","5x",1,"PURE","TPU",96.74,-0.03,0.34,0.59,3.2,0
"sa22089.11","5x",2,"PURE","TPU",96.16,-0.06,0.75,1.37,7.1,1
"sa22089.11","5x",2,"PURE","TPU",95.08,0.03,1.11,2.14,13.2,2
"sa22089.11","5x",2,"PURE","TPU",96.74,-0.04,0.34,0.58,2.1,0
"sa22089.12","5x",3,"PURE","TPU",95.12,0.04,1.03,2,13.3,2
"sa22089.12","5x",3,"PURE","TPU",96.78,-0.04,0.32,0.57,1.7,0
"sa22089.12","5x",3,"PURE","TPU",95.58,0.01,0.93,1.77,9.8,1
"sa22089.12","5x",3,"PURE","TPU",94.4,0.08,1.65,3.22,11.6,3
"sa22089.13","5x",4,"PURE","TPU",96.04,-0.02,0.75,1.39,7.4,1
"sa22089.13","5x",4,"PURE","TPU",96.75,-0.04,0.34,0.6,2.7,0
"sa22089.13","5x",4,"PURE","TPU",93.88,0.09,1.87,3.66,11.5,3
"sa22089.14","baseline",0,"PURE","TPU",96.88,-0.02,0.33,0.58,2.6,0
"sa22089.14","baseline",0,"PURE","TPU",96.79,-0.03,0.32,0.56,1.2,0
