Wavenumber,sa22088.12,sa22086.12,sa22084.02,sa22078.02,sa22080.12,sa22075.02,sa22072.02,sa22069.02,sa22088.02,sa22083.02,sa22086.02,sa22080.02,sa22077.02,sa22074.02,sa22071.02,sa22068.02,sa22065.52,sa22062.52,sa22059.52,sa22056.52,sa22089.02,sa22087.02,sa22084.07,sa22080.17,sa22078.07,sa22063.57,sa22069.07,sa22075.07,sa22072.07,sa22088.07,sa22086.07,sa22083.07,sa22080.07,sa22077.07,sa22074.07,sa22071.07,sa22068.07
2104.7,-0.00648963,0.0116909,-0.00867418,-0.00742351,0.00989746,0.0101659,-0.00646121,0.0103984,-0.00716285,-0.00211047,0.0104008,0.00105495,-0.000550556,-0.00336251,-0.00736205,-0.0033023,-0.00496543,-0.00221528,-0.00670622,-0.00402721,-0.00703462,0.00746277,-0.00567994,0.00653722,-0.00165124,0.0017745,0.00593451,0.00445799,-0.00338597,-0.00387816,0.0105121,-0.00614786,0.00569828,-0.00237808,0.00863758,-0.00571233,0.00159506
2106.57,-0.00657058,0.0102735,-0.00854344,-0.00856455,0.0100654,0.0106515,-0.00548649,0.0109497,-0.00627838,-0.00337179,0.0103599,0.00194047,0.000191869,-0.00322821,-0.0055102,-0.00354129,-0.00339044,-0.000361168,-0.00704388,-0.00424739,-0.00744522,0.00742519,-0.00457021,0.00642103,-0.00168456,0.00213771,0.00618787,0.00450763,-0.00407862,-0.00227458,0.0102253,-0.00482663,0.00841588,-0.000477295,0.0102049,-0.004203,0.0044798
2108.43,-0.00571429,0.0111032,-0.00613188,-0.00726733,0.0112488,0.012004,-0.00385964,0.0128455,-0.0048933,-0.0023794,0.0118771,0.00355995,0.00223888,-0.00158396,-0.00352898,-0.00192338,-0.00123333,0.00103895,-0.00477145,-0.00439397,-0.00686218,0.00934971,-0.00262797,0.00858048,0.000556132,0.00328415,0.00680303,0.00626838,-0.00341647,0.000650734,0.0113099,-0.00283609,0.0106325,0.00119552,0.0113033,-0.00148195,0.00595148
2110.29,-0.00374885,0.0121489,-0.00288992,-0.0032146,0.01231,0.0134705,-0.00326062,0.0151187,-0.00384823,-0.000252672,0.0142378,0.00506158,0.00408098,-0.000860221,-0.00296366,-0.000676319,-9.30E-05,0.00172675,-0.00298844,-0.00329822,-0.00446868,0.0113741,-0.00191818,0.0107623,0.00337008,0.00500556,0.00872454,0.00828405,-0.00174527,0.00126915,0.0121895,-0.000901236,0.0120481,0.00130043,0.0111249,-0.00104092,0.00431303
2112.16,-0.00551599,0.0111958,-0.0040021,-0.00373714,0.0104057,0.0118566,-0.00636616,0.0146696,-0.00527186,-0.00245351,0.0134562,0.00463495,0.00288974,-0.00224488,-0.00553534,-0.00194884,-0.00236556,0.000140666,-0.00418819,-0.00447584,-0.00472002,0.00967864,-0.00340087,0.00925815,0.00320937,0.00413267,0.00766066,0.00720495,-0.002147,0.00106704,0.0116435,-0.00108586,0.0121173,0.00132114,0.0111852,-0.00162368,0.00261421
2114.02,-0.00538291,0.0127419,-0.00558553,-0.00510537,0.0104257,0.0129038,-0.0059262,0.0143556,-0.00515746,-0.00321718,0.0121409,0.00370219,0.00265168,-0.00201991,-0.00618203,-0.00226865,-0.0035488,-0.000934012,-0.00438467,-0.00414186,-0.00497733,0.00808092,-0.00381482,0.00811017,0.0023967,0.00381112,0.00623647,0.00645275,-0.00263036,0.00159826,0.0123658,-0.00173028,0.0111923,0.00206053,0.0123836,-0.00145335,0.00372724
2115.89,-0.00580554,0.0118241,-0.00684729,-0.00663204,0.00943903,0.0138138,-0.00570316,0.0125065,-0.00507758,-0.00239455,0.0107254,0.00171073,0.00122768,-0.00249512,-0.00744258,-0.00396365,-0.00535795,-0.000876979,-0.00503096,-0.00547158,-0.0073794,0.00613932,-0.00524255,0.00699249,-1.51E-05,0.00360711,0.00513884,0.00537368,-0.00411828,0.000314619,0.0119356,-0.00250963,0.00971258,0.00170899,0.0117105,-0.00122389,0.00511907
2117.75,-0.00522698,0.0126499,-0.00457273,-0.00645268,0.0104044,0.0140071,-0.00502555,0.0126351,-0.00396027,-0.000523586,0.0118109,0.00300416,0.000951402,-0.00141046,-0.00597287,-0.00318632,-0.00441555,0.00177177,-0.00339735,-0.00593886,-0.00680823,0.00711463,-0.00517458,0.00945086,-2.07E-05,0.0047153,0.00664663,0.00686884,-0.00387599,-0.00106681,0.0106651,-0.00437068,0.00872157,0.00115504,0.00976822,-0.00187804,0.0055096
2119.62,-0.00459381,0.0144055,-0.00303807,-0.00548755,0.0105455,0.0123836,-0.00432733,0.0128317,-0.00293045,0.000732318,0.0121665,0.00467293,0.00235717,-0.00120641,-0.00328243,-0.00159893,-0.00177309,0.00351643,-0.00194555,-0.00455602,-0.00511049,0.00842115,-0.00384609,0.0115773,0.00255001,0.00463226,0.00737603,0.00816925,-0.00278072,-0.000115377,0.0116569,-0.00414355,0.00825956,0.00241714,0.0102455,-0.00214395,0.00534412
2121.48,-0.00398994,0.0149301,-0.00404418,-0.00398257,0.0101135,0.011962,-0.00376933,0.01331,-0.00211235,0.00130015,0.0132011,0.00567473,0.00325493,-0.00171916,-0.00329385,-0.000192396,-0.000692286,0.00274956,-0.00246885,-0.00301594,-0.00503897,0.00836994,-0.00317173,0.0107676,0.004376,0.0059476,0.00808755,0.00757603,-0.00222137,0.00130136,0.0134609,-0.00136095,0.00929664,0.00438054,0.0116412,-0.00115524,0.00529046
2123.34,-0.00345806,0.0125797,-0.00594624,-0.00459973,0.00960771,0.0127813,-0.00509961,0.0131569,-0.00275192,-0.00044837,0.0127313,0.00531766,0.00203948,-0.00243477,-0.0042846,-0.000699709,-0.00207606,0.000380347,-0.0039785,-0.00285642,-0.00550056,0.00830408,-0.00315878,0.00861766,0.00353356,0.00574728,0.00836525,0.00681979,-0.00237111,0.00148988,0.0135938,-0.000647362,0.00976987,0.00399734,0.0119735,-0.000796922,0.005559
2125.21,-0.000721541,0.0127023,-0.00393602,-0.00350731,0.0113095,0.0127116,-0.00424777,0.0138541,-0.00281957,-0.000545524,0.0130825,0.00548765,0.00392832,-0.000932443,-0.00244256,-0.000415922,-0.000928998,0.0006208,-0.00309886,-0.00212894,-0.00411145,0.00966049,-0.00223364,0.00879738,0.00352216,0.00509201,0.00878896,0.00799474,-0.00212833,0.00141975,0.0129734,-0.00140832,0.0104508,0.00256839,0.0119731,-0.00111123,0.00615408
2127.07,-0.00219362,0.0122782,-0.00316371,-0.00359251,0.0107862,0.00971886,-0.00352451,0.0116229,-0.00468286,-0.00122275,0.012079,0.00379906,0.00347837,-0.00156289,-0.0015234,-0.00223706,-0.000959796,0.000601169,-0.004166,-0.00235844,-0.00383816,0.00893536,-0.00244755,0.00768137,0.00134837,0.00430652,0.00709358,0.00751162,-0.00272519,-0.000372438,0.0110278,-0.00310999,0.010068,0.0017402,0.0104863,-0.00249676,0.00452397
2128.94,-0.00402801,0.0115311,-0.00436851,-0.00543,0.0101626,0.00992584,-0.00395038,0.0106376,-0.00640511,-0.00273352,0.0106795,0.00274311,0.000874366,-0.00252524,-0.0027414,-0.0040101,-0.00226774,0.000929922,-0.00474043,-0.00192145,-0.0041166,0.00772569,-0.00318517,0.00790005,-0.000869083,0.00546076,0.00616543,0.00660615,-0.00285942,-0.00118602,0.0112704,-0.00252372,0.00916319,0.00148969,0.0101798,-0.00238515,0.00366831
2130.8,-0.00516175,0.00985941,-0.00648999,-0.00669612,0.0086692,0.00946177,-0.00631629,0.0103337,-0.00784931,-0.00351084,0.00928728,0.0012551,0.000507388,-0.00379891,-0.00534543,-0.00467756,-0.00410656,-0.000441047,-0.00551439,-0.002236,-0.00695825,0.00562116,-0.00537565,0.0073828,-0.00211712,0.00476676,0.00517724,0.00450266,-0.00299935,0.000219552,0.0126055,-0.000684295,0.00820618,0.00147866,0.0107316,-0.00075462,0.00573229
2132.67,-0.00455654,0.00995372,-0.00624954,-0.00587134,0.00877823,0.00959752,-0.00713455,0.010797,-0.00796968,-0.00260839,0.00991169,0.00409212,0.00238747,-0.00302171,-0.00536556,-0.00259975,-0.00497992,-0.00010761,-0.00668108,-0.00301123,-0.00827272,0.00643737,-0.00451224,0.0064909,-0.0013613,0.00456386,0.00494859,0.00555356,-0.00316183,0.00185665,0.0137131,-0.00105274,0.0080418,0.00202604,0.0109671,0.000622826,0.00602829
2134.53,-0.00611815,0.00790278,-0.00664458,-0.00671218,0.00888157,0.00749779,-0.00847064,0.0105269,-0.00798548,-0.0047338,0.00783356,0.00414499,0.000699369,-0.00450711,-0.00756202,-0.00326228,-0.00589933,-0.00188643,-0.00853029,-0.00650551,-0.00846515,0.00498152,-0.00491173,0.00536015,-0.0014832,0.00308217,0.00392725,0.00474021,-0.00575905,0.000244479,0.0138777,-0.00216659,0.00936269,0.001339,0.00871218,-0.000754871,0.00300594
2136.39,-0.00750014,0.00895481,-0.00674322,-0.00529354,0.0120234,0.00815552,-0.00755795,0.0124643,-0.0055983,-0.00517724,0.0085924,0.00458126,-0.000833811,-0.00566882,-0.00753913,-0.00283954,-0.00462204,-0.00158807,-0.0073423,-0.0054747,-0.00608768,0.00559989,-0.00487543,0.00644466,-0.000139967,0.00321317,0.00542707,0.00342953,-0.00436322,-0.00263468,0.0115811,-0.00346518,0.00862496,-0.000737593,0.00747032,-0.00371016,0.00209739
2138.26,-0.0099561,0.00830935,-0.00852153,-0.00703964,0.00922342,0.00888386,-0.00882258,0.00820635,-0.00734834,-0.0067427,0.00681136,0.0030338,-0.0028152,-0.00850523,-0.00836321,-0.00483082,-0.00622255,-0.000658364,-0.00650535,-0.00704055,-0.00765096,0.00400644,-0.00695372,0.0058656,-0.00263484,0.000809813,0.00505794,0.00287684,-0.00425204,-0.00374018,0.00826224,-0.00478594,0.0071644,-0.00273319,0.00687589,-0.00532969,0.000525259
2140.12,-0.0108455,0.00875543,-0.00981489,-0.00886807,0.00669026,0.00782272,-0.0101497,0.00524349,-0.00922215,-0.00645554,0.00628767,0.00154211,-0.00148017,-0.00701862,-0.00809464,-0.00527672,-0.00789789,-0.000747996,-0.00759441,-0.00890918,-0.0103147,0.00197328,-0.00891495,0.00593583,-0.00528239,0.000704641,0.00458657,0.00351094,-0.00703153,-0.00500139,0.00773319,-0.00514889,0.00741962,-0.00388797,0.00617719,-0.00592232,-0.00025863
2141.99,-0.0101876,0.00825533,-0.0107514,-0.0103548,0.00492292,0.00570157,-0.0125137,0.00547924,-0.00933245,-0.0084073,0.00650142,0.000282098,-0.00331406,-0.00319248,-0.00831083,-0.00712856,-0.00995092,-0.00247082,-0.010311,-0.00796619,-0.0126298,0.000741845,-0.0107635,0.00453004,-0.00719836,0.00182795,0.00301008,0.00457912,-0.00928507,-0.00644756,0.00643618,-0.00659258,0.00587983,-0.00508404,0.0056144,-0.0070766,-0.00077502
2143.85,-0.00704077,0.00833879,-0.00905744,-0.00960383,0.00405953,0.00550554,-0.0107994,0.0055338,-0.00943326,-0.0111607,0.00690699,-0.000122972,-0.00683864,-0.00313629,-0.00859892,-0.00759757,-0.00899962,-0.0030326,-0.0109445,-0.0063999,-0.0121529,0.00123569,-0.0100605,0.00496973,-0.00661059,0.0011923,0.00313481,0.00507942,-0.00906597,-0.00538557,0.00770694,-0.00779757,0.00460625,-0.00568136,0.00568686,-0.00734722,-0.000607521
2145.72,-0.00738511,0.00582192,-0.0113759,-0.0107859,0.00349153,0.00558324,-0.0109625,0.00412853,-0.0112284,-0.0129564,0.005606,-0.0016048,-0.00796684,-0.00785904,-0.00988344,-0.00719224,-0.00834668,-0.00566694,-0.0111706,-0.0089411,-0.0113584,0.00420655,-0.00977238,0.00333221,-0.00669276,-0.000642233,0.00112237,0.00136072,-0.00920991,-0.00682633,0.0111707,-0.00733523,0.00389599,-0.00435462,0.00492576,-0.00682087,0.0012551
2147.58,-0.00549551,0.00587598,-0.0104958,-0.00722157,0.00655637,0.00966074,-0.00953118,0.0102915,-0.00650756,-0.00683874,0.00935169,0.000347067,-0.0022264,-0.00595397,-0.00555085,-0.00309068,-0.006049,-0.00358218,-0.00795069,-0.00757764,-0.0075747,0.0116065,-0.00829217,0.00210845,-0.00541684,0.00132222,0.00308741,0.00283258,-0.00905333,-0.00878409,0.00927092,-0.0080778,0.00496013,-0.00311204,0.00513481,-0.00634416,0.0014285
2149.44,-0.0041058,0.00667083,-0.00783248,-0.00385597,0.00735048,0.00899045,-0.00639448,0.0140462,-0.00349462,-0.00253393,0.0126316,0.0030204,-0.00209114,-0.00188638,-0.00213097,-0.000171216,-0.00625354,-0.000214327,-0.00778804,-0.00570225,-0.00436281,0.0143524,-0.00776994,0.00340333,-0.00434174,0.00142998,0.00481917,0.00710831,-0.00831363,-0.00609568,0.00750594,-0.00751063,0.00793069,-0.00235144,0.00463733,-0.00634262,0.000202388
2151.31,-0.00530833,0.00641871,-0.00726237,-0.00620465,0.00662331,0.00622537,-0.00432505,0.00967997,-0.00644069,-0.00432709,0.0107753,0.0037281,-0.00441641,-0.00266108,-0.00494258,0.000949724,-0.00761232,-0.000472508,-0.0100653,-0.00466498,-0.00641555,0.0116283,-0.00703821,0.00415706,-0.00325229,9.18E-05,0.00413075,0.00709766,-0.00659281,-0.00433672,0.00795492,-0.00542308,0.00922953,-0.00143961,0.00343602,-0.00566306,0.000556285
2153.17,-0.011087,0.00195626,-0.0127306,-0.0139708,0.00175409,0.00103138,-0.00904721,-0.0010517,-0.0126759,-0.011949,0.0039244,-0.00348732,-0.00900561,-0.00898423,-0.0127007,-0.00669692,-0.0118019,-0.00794207,-0.0158846,-0.0087612,-0.0129446,0.00356354,-0.00874421,0.00100795,-0.00712938,-0.00462267,0.0014533,0.000659157,-0.010437,-0.00578111,0.00633813,-0.00798625,0.00894588,-0.00483003,0.00322979,-0.00568707,-0.000407572
2155.04,-0.00934098,0.00429047,-0.0134117,-0.0130927,0.00495633,0.00135907,-0.0119465,-0.000727101,-0.0122818,-0.0111292,0.00678826,-0.00536374,-0.00873015,-0.00811938,-0.014684,-0.00950668,-0.0105015,-0.00965231,-0.0180264,-0.0119326,-0.0129005,0.00427056,-0.00853101,0.00430952,-0.00781912,-0.00326972,0.00484817,0.00182779,-0.0128929,-0.00785451,0.00709265,-0.0109572,0.00745067,-0.00621654,0.00508069,-0.00646228,-0.00145169
2156.9,-0.0138634,0.00251914,-0.0175149,-0.0154284,0.00205222,-3.34E-05,-0.0138367,-0.000582069,-0.0148154,-0.0145626,0.00238724,-0.00735634,-0.0114402,-0.0124121,-0.0189054,-0.00982937,-0.0135731,-0.010143,-0.0208679,-0.0194671,-0.0163094,-8.75E-05,-0.0150946,0.00106994,-0.0108401,-0.00475498,-0.00104215,0.00026223,-0.0164443,-0.0131611,0.00531022,-0.0169206,0.00175774,-0.0100265,7.57E-05,-0.010732,-0.00631447
2158.76,-0.0227945,-0.0014111,-0.02186,-0.0191261,-0.00509199,-0.00212476,-0.0163536,-0.000623211,-0.0197109,-0.0189101,-0.00326279,-0.00671932,-0.016574,-0.0174078,-0.0223935,-0.0125433,-0.0183294,-0.00857321,-0.0214526,-0.0205722,-0.0224093,-0.00332057,-0.019208,-0.00234651,-0.0198269,-0.00584664,-0.00522527,-0.00193887,-0.0175938,-0.0173361,0.0040503,-0.0222243,-0.00100461,-0.0164114,-0.0060201,-0.0144432,-0.00916534
2160.63,-0.0256336,-0.00549316,-0.0236534,-0.0199636,-0.0092539,-0.00395991,-0.0266891,-0.000204834,-0.0268605,-0.0187144,-0.00626288,-0.00726352,-0.0231925,-0.0142975,-0.0242071,-0.0144421,-0.0208843,-0.00934508,-0.0277332,-0.0163129,-0.0240002,-0.00149472,-0.0187804,-0.00242718,-0.0243444,-0.0069603,-0.00198212,-0.00188657,-0.0193051,-0.0132052,0.0071481,-0.0194323,-0.00161606,-0.0185139,-0.00247154,-0.0166139,-0.00603587
2162.49,-0.0196086,-0.00362368,-0.0194165,-0.0178337,-0.00558126,-0.00213418,-0.0259468,0.00344036,-0.0234619,-0.0171296,-0.0018195,-0.00798411,-0.0219539,-0.0104515,-0.0177563,-0.0115639,-0.0191263,-0.00639454,-0.0288501,-0.0105113,-0.0180477,-0.000674483,-0.0191924,0.00267634,-0.0203796,-0.0036067,0.000611018,-0.000139763,-0.0188406,-0.0104631,0.00884972,-0.0164991,0.00365609,-0.0197748,0.00403738,-0.0182444,-0.00300579
2164.36,-0.0156411,-0.00293249,-0.019967,-0.0173341,-0.00182664,-0.0027037,-0.0213346,0.00203146,-0.0189584,-0.0178195,0.00202083,-0.00626026,-0.017703,-0.0119806,-0.0132797,-0.0124555,-0.0198881,-0.00699863,-0.0239369,-0.0112638,-0.0159566,-0.000618362,-0.0183769,0.00245678,-0.0188814,-0.00362946,-0.000990351,-0.000861879,-0.0169453,-0.0110179,0.00892043,-0.016912,0.00766978,-0.0190969,0.00408527,-0.0180814,-0.00387425
2166.22,-0.0122294,0.00291908,-0.0169242,-0.0153629,0.00340177,0.00385915,-0.0154798,0.00664831,-0.0136675,-0.0127839,0.00620052,0.0023563,-0.0113483,-0.00817684,-0.0125352,-0.00643659,-0.0168162,-0.00517266,-0.0157732,-0.00755517,-0.0116733,0.00330724,-0.0123886,0.00352084,-0.0122062,0.000860028,0.00185582,0.00259554,-0.0116328,-0.0121491,0.0072084,-0.0149033,0.00543081,-0.016794,0.000459102,-0.0180166,-0.00325931
2168.09,-0.0155755,0.00356044,-0.0156233,-0.0145244,0.00242177,0.00832766,-0.0123034,0.00689952,-0.0108503,-0.00981631,0.00800376,0.00340468,-0.00981849,-0.00404253,-0.0132553,-0.00213139,-0.0109838,-0.00369846,-0.0117898,-0.0068124,-0.0107294,0.00406174,-0.0113533,0.00256487,-0.00799357,0.00202623,0.00418576,0.00248692,-0.00947222,-0.0156142,0.00213385,-0.0166452,0.000846036,-0.0193031,-0.000598443,-0.0191898,-0.00512274
2169.95,-0.0153121,0.00274254,-0.0132656,-0.0129559,0.000809608,0.00685038,-0.0116891,0.0041635,-0.012558,-0.00985849,0.00674557,0.00043045,-0.0109736,-0.00385672,-0.0110477,-0.00457818,-0.0092697,-0.00299202,-0.0126474,-0.00782614,-0.0114273,0.00502936,-0.011392,0.00176362,-0.0101371,-0.000174318,0.00216198,0.00284146,-0.0136315,-0.016639,0.00377295,-0.0188314,0.00305189,-0.0165861,-0.000114523,-0.0171612,-0.00622696
2171.81,-0.0152844,-0.000111946,-0.0141068,-0.0161423,-0.00152532,0.00112461,-0.0154797,-0.000100594,-0.0167478,-0.0140509,0.00191269,-0.002182,-0.0158547,-0.00915523,-0.0133869,-0.0114794,-0.0139341,-0.00509394,-0.0171492,-0.0100843,-0.0139448,0.00279998,-0.0118456,-0.00156693,-0.0160468,-0.00263816,-0.00450896,0.00222364,-0.0189298,-0.0131239,0.00665108,-0.0159583,0.00433554,-0.0124671,0.000243176,-0.0145059,-0.00491353
2173.68,-0.0137188,0.00100817,-0.014105,-0.0180582,-0.000133563,-0.000603635,-0.0148956,-8.64E-05,-0.0164182,-0.0159497,0.00437261,-0.0015634,-0.0147077,-0.0114779,-0.0143758,-0.0109765,-0.0127828,-0.00449945,-0.0183862,-0.0102051,-0.0143576,0.00239612,-0.0130306,-0.00230843,-0.0141843,-0.00263162,-0.0031884,0.000172981,-0.0158575,-0.00590283,0.0102733,-0.0114434,0.00482345,-0.00877634,0.00452469,-0.0109607,-0.00270825
2175.54,-0.0163484,-0.00114757,-0.0161579,-0.0176864,-0.0027915,-0.00196814,-0.0164381,-0.00345073,-0.0178129,-0.0200178,0.00038732,-0.00798683,-0.0142258,-0.0134074,-0.0170989,-0.0106033,-0.0155403,-0.00814435,-0.0219801,-0.012886,-0.0179431,-0.0024795,-0.0175623,-0.00485018,-0.0139779,-0.00384856,-0.00423237,-0.00529744,-0.015771,-0.00368098,0.0121498,-0.00898116,0.0070264,-0.00555922,0.00741113,-0.00611764,-0.00142405
2177.41,-0.0163458,0.000431999,-0.0165693,-0.0135512,-0.00413364,-0.00117203,-0.0166858,-0.00173397,-0.017751,-0.0167753,-0.000881939,-0.00885671,-0.0137041,-0.0112093,-0.0166171,-0.0080836,-0.0167548,-0.00787113,-0.021952,-0.0141232,-0.017854,-0.00315958,-0.0182151,-0.00292836,-0.0122191,-0.00212402,-0.0033076,-0.0054398,-0.016751,-0.00776224,0.0105678,-0.0104508,0.00545991,-0.00565016,0.00662945,-0.00505562,-0.00130487
2179.27,-0.0145432,0.00109519,-0.0140893,-0.0110271,-0.00166361,0.00246876,-0.0148767,0.00311458,-0.015477,-0.0118044,0.00474138,-0.00270757,-0.0136987,-0.00915695,-0.0130218,-0.00442969,-0.0131319,-0.00416974,-0.0171041,-0.0109203,-0.0125541,0.00217488,-0.0157454,0.00118868,-0.0092843,-0.000215409,-0.000345469,-0.00038861,-0.0137987,-0.0127575,0.00728623,-0.0150166,0.00212182,-0.0112422,0.00143324,-0.0110951,-0.00675001
2181.14,-0.0099248,0.0032918,-0.0102365,-0.00964998,0.00639765,0.00774254,-0.0125019,0.0088854,-0.0112264,-0.0111547,0.00953134,0.00291877,-0.01053,-0.00500932,-0.00942144,-0.00221319,-0.00951657,0.000187396,-0.010124,-0.00597905,-0.00713515,0.00705894,-0.0106046,0.00722493,-0.00636576,0.00478077,0.00289547,0.00464603,-0.0115899,-0.0156431,0.00563665,-0.0177397,0.00261764,-0.0131592,-0.000272694,-0.0155909,-0.00698437
2183,-0.0132542,0.0017288,-0.0123603,-0.0128882,0.00279144,0.00278185,-0.0130017,0.00585324,-0.0134853,-0.0121426,0.00755074,-0.000987324,-0.0101573,-0.00661598,-0.0132534,-0.00730064,-0.0104449,-0.00168148,-0.0125842,-0.0103803,-0.0093562,0.00422977,-0.0112232,0.00650971,-0.00863973,0.00129047,0.00237022,0.00279971,-0.0135876,-0.012976,0.00742092,-0.0134251,0.0046108,-0.0101391,0.00325362,-0.0133551,-0.000603646
2184.86,-0.0172346,-0.000953975,-0.0146302,-0.0159058,-0.00181155,-0.00139077,-0.0132292,0.00218753,-0.0171297,-0.0119824,0.00546104,-0.00502996,-0.0104621,-0.00878257,-0.017828,-0.00857292,-0.0116162,-0.00481478,-0.0183534,-0.0137698,-0.0145941,0.000876903,-0.0138003,0.00440328,-0.0127272,-0.00246601,0.00198982,6.25E-05,-0.0159764,-0.00696848,0.0107027,-0.0058539,0.00948388,-0.00763043,0.00848151,-0.00917992,0.00294594
2186.73,-0.0183361,-0.00386478,-0.0165748,-0.0193802,-0.00203617,-0.00418272,-0.0165374,-0.00134728,-0.0185133,-0.0149007,0.00264076,-0.00468767,-0.0129788,-0.0103429,-0.0196456,-0.00895223,-0.0166022,-0.00821781,-0.0220817,-0.0148548,-0.017801,-0.000814043,-0.0150156,0.00107101,-0.0142138,-0.00206984,-0.00153187,-0.00249933,-0.0190497,-0.00685935,0.00876855,-0.0080889,0.00692561,-0.010028,0.00788184,-0.00947161,0.00157509
2188.59,-0.0164249,-0.00225357,-0.0163352,-0.0189468,0.000867715,-0.00276183,-0.0182489,-0.000587462,-0.0167398,-0.0141304,0.00276942,-0.00410007,-0.0138677,-0.00923762,-0.0187073,-0.00859411,-0.0168737,-0.0093045,-0.0202364,-0.0131224,-0.0163397,-0.00153708,-0.0142481,-0.00165814,-0.0126057,-0.00279724,-0.00215969,-0.00268176,-0.0161616,-0.00787978,0.00601841,-0.012805,0.00372603,-0.0100605,0.005633,-0.0113664,-0.000389449
2190.46,-0.0151038,0.000735086,-0.0164015,-0.0150516,0.00158716,-0.000585815,-0.0162961,0.000954236,-0.0149026,-0.0123583,0.00296248,-0.00471157,-0.01146,-0.0084328,-0.0161797,-0.00849734,-0.0131854,-0.0071517,-0.0180176,-0.00968955,-0.0145107,-0.00144862,-0.0122535,-0.00130689,-0.01093,-0.00297336,0.000351316,-0.00226513,-0.011462,-0.00639286,0.00965509,-0.0114047,0.00619982,-0.00626368,0.00744961,-0.00825213,0.000504322
2192.32,-0.0118005,0.00616785,-0.011743,-0.0101959,0.00334725,0.00267196,-0.0123167,0.00403689,-0.0132804,-0.0078355,0.00697446,0.000707731,-0.00557722,-0.00537292,-0.0108801,-0.005462,-0.00930959,-0.00159818,-0.0126559,-0.00580895,-0.0116136,0.00463456,-0.00682001,0.00401829,-0.00584378,0.00193874,0.00335561,0.0020672,-0.00858189,-0.00505008,0.00959369,-0.00989412,0.00526542,-0.00487103,0.00693895,-0.00738456,0.00206594
2194.18,-0.0124452,0.00585733,-0.00973,-0.0111419,0.00268372,0.00108511,-0.0129989,0.00264037,-0.0158725,-0.00848171,0.00686119,0.0021418,-0.00630737,-0.00612649,-0.0112698,-0.00703283,-0.0100985,-0.000950503,-0.010033,-0.00775047,-0.0120402,0.0050224,-0.00888959,0.00470055,-0.00584661,0.00206396,0.0022856,0.00217157,-0.00882196,-0.00697502,0.00522009,-0.0118857,0.00335455,-0.00837523,0.00156145,-0.0107792,-0.00067292
2196.05,-0.0135942,0.00430076,-0.0084664,-0.0088423,0.00412104,0.00260306,-0.0120926,0.00307103,-0.013941,-0.0083972,0.00726036,0.00324173,-0.0075966,-0.00521514,-0.0113273,-0.00758207,-0.00946449,-0.001627,-0.0120886,-0.00711203,-0.0113031,0.00341471,-0.0125176,0.00555467,-0.0063025,0.00177218,0.00401507,0.0018448,-0.00730237,-0.0059198,0.00900625,-0.0087304,0.00781235,-0.00565973,0.00364134,-0.00816752,0.000228659
2197.91,-0.0122292,0.00379877,-0.0103244,-0.00897811,0.00354198,0.00473508,-0.0110406,0.00539432,-0.012033,-0.00880265,0.00870892,0.0037901,-0.0072957,-0.00457896,-0.0110548,-0.00673116,-0.00914739,-0.00303116,-0.0129027,-0.00561279,-0.011472,0.00341854,-0.0111496,0.00453878,-0.00517389,0.00201561,0.00470268,0.00317409,-0.00830743,-0.00653397,0.0104192,-0.00897088,0.00698787,-0.00463509,0.00433891,-0.00733975,0.000615228
2199.78,-0.00956756,0.00316811,-0.0128604,-0.00961157,0.00278326,0.00534555,-0.0102669,0.00482021,-0.011009,-0.00993246,0.00838398,0.00291571,-0.00672304,-0.00360415,-0.0104519,-0.00447527,-0.00919473,-0.00319732,-0.0112184,-0.0062919,-0.0117249,0.00404957,-0.0101561,0.00210984,-0.0055905,0.00100066,0.00199263,0.00445464,-0.00975028,-0.00761484,0.0100199,-0.0103369,0.00306763,-0.006721,0.00352457,-0.00765832,0.000384297
2201.64,-0.0104517,0.00068751,-0.0158387,-0.00979674,0.000209651,0.00379138,-0.0117598,0.00225549,-0.0124038,-0.010634,0.00520082,0.000535206,-0.00831313,-0.00523463,-0.0118701,-0.00658304,-0.0103276,-0.00500345,-0.0136019,-0.00761406,-0.0139845,0.00148328,-0.0134224,0.00114261,-0.00678641,-0.000264929,-0.00175817,0.00229616,-0.00971398,-0.00982318,0.00928172,-0.00902393,0.00322547,-0.0082388,0.00370806,-0.00895568,0.000534196
2203.51,-0.0097077,0.00236099,-0.0133115,-0.00927498,0.00296624,0.00484343,-0.0117515,0.0061543,-0.0107039,-0.00874057,0.00706836,0.00236866,-0.00552061,-0.00483152,-0.010496,-0.00607072,-0.00862068,-0.00461581,-0.011982,-0.00343048,-0.013459,0.0037261,-0.0114855,0.0048306,-0.00326203,0.00242108,0.000703191,0.0023171,-0.00983963,-0.0101259,0.00840421,-0.00815591,0.00525157,-0.00603887,0.00507824,-0.0105765,7.56E-06
2205.37,-0.00915099,0.00481749,-0.00875205,-0.010094,0.00656313,0.00590416,-0.0105975,0.00776482,-0.00876821,-0.00748682,0.00941406,0.00358989,-0.00340286,-0.00232747,-0.00847204,-0.0026037,-0.00639503,-0.00195778,-0.00872572,-0.00395278,-0.0101094,0.00571403,-0.00909919,0.00567354,-0.00230571,0.00504257,0.00573979,0.0035124,-0.00921879,-0.00512985,0.010973,-0.00660307,0.00655023,-0.00370302,0.00915969,-0.00825349,0.000990495
